REGDIST,Industrial_Ratio_1831,is_treated_baseline,MANUFAC,FAMTRADE
387003,0.040383299110198494,1,59,301
387002,0.04286628278950736,1,134,387
387002,0.009954751131221719,1,22,266
387003,0.06547085201793722,1,219,428
387001,0.024009603841536616,1,20,193
387001,0.0020491803278688526,1,1,58
387001,0.0184141300263059,1,49,228
387002,0.05695443645083933,1,95,246
387002,0.020254169976171566,1,51,221
387003,0.0,0,0,0
387003,0.021172638436482084,1,13,121
387003,0.04014167650531287,1,34,148
388001,0.0,0,0,2
388001,0.0,0,0,1
388001,0.0,0,0,60
388001,0.0,0,0,5
388001,0.0,0,0,102
388001,0.0,0,0,3
388001,0.0,0,0,4
388001,0.0006901311249137336,1,1,60
388001,0.0,0,0,29
388001,0.0,0,0,1
388002,0.0,0,0,15
388002,0.0,0,0,17
388002,0.0,0,0,15
388002,0.0,0,0,36
388002,0.0,0,0,29
388002,0.0,0,0,0
388002,0.0,0,0,22
388002,0.0,0,0,0
388002,0.0004268032437046522,1,1,203
388003,0.0,0,0,7
388003,0.0,0,0,3
388003,0.0,0,0,5
388003,0.0,0,0,89
388003,0.0,0,0,35
388003,0.0,0,0,16
389001,0.03669724770642202,1,4,10
389001,0.0,0,0,8
389001,0.0,0,0,1
389001,0.0,0,0,2
389001,0.0,0,0,7
389001,0.012285012285012284,1,20,176
389001,0.0,0,0,93
389001,0.0062176165803108805,1,6,92
389001,0.0,0,0,16
389001,0.0,0,0,19
389001,0.0,0,0,1
389001,0.0,0,0,0
389001,0.0,0,0,13
389001,0.0,0,0,16
389001,0.0,0,0,16
389001,0.0,0,0,0
389002,0.0,0,0,0
389002,0.0,0,0,3
389002,0.002785515320334262,1,1,18
389002,0.0,0,0,27
389002,0.0,0,0,4
389002,0.001977587343441002,1,3,126
389002,0.0,0,0,19
389002,0.0,0,0,1
389002,0.0,0,0,17
389002,0.0,0,0,21
389002,0.0,0,0,15
389002,0.0,0,0,11
389002,0.0,0,0,16
389002,0.0,0,0,22
389002,0.0,0,0,3
389002,0.0,0,0,4
389002,0.0,0,0,4
389002,0.0,0,0,11
390001,0.0,0,0,1
390001,0.0,0,0,15
390001,0.00641025641025641,1,1,3
390001,0.0,0,0,8
390001,0.0,0,0,0
390001,0.0,0,0,14
390001,0.0,0,0,11
390001,0.0,0,0,18
390001,0.0,0,0,38
390001,0.0,0,0,16
390001,0.0,0,0,7
390001,0.0,0,0,12
390001,0.0,0,0,8
390002,0.0031120331950207467,1,3,68
390002,0.0,0,0,27
390002,0.0,0,0,7
390002,0.0,0,0,107
390002,0.0,0,0,12
390002,0.0,0,0,1
390002,0.0,0,0,2
390002,0.0,0,0,7
390002,0.0,0,0,8
390002,0.0,0,0,0
390002,0.0,0,0,14
390002,0.0,0,0,7
390002,0.0,0,0,10
390003,0.0,0,0,1
390003,0.0,0,0,20
390003,0.0,0,0,0
390003,0.0,0,0,5
390003,0.0,0,0,3
390003,0.0,0,0,1
390003,0.0,0,0,6
390003,0.004132231404958678,1,1,3
390003,0.0,0,0,5
390003,0.0,0,0,2
390003,0.0,0,0,12
390003,0.0,0,0,2
390003,0.0,0,0,5
390003,0.0,0,0,1
390003,0.0,0,0,16
390003,0.0,0,0,8
391001,0.011402902557014512,1,33,133
391001,0.01282051282051282,1,2,16
391001,0.0,0,0,32
391001,0.0,0,0,14
391001,0.0,0,0,1
391001,0.0,0,0,1
391001,0.0,0,0,3
391001,0.0,0,0,4
391001,0.0,0,0,22
391001,0.0,0,0,0
391001,0.0,0,0,10
391001,0.0,0,0,1
391002,0.0,0,0,1
391002,0.0,0,0,16
391002,0.0,0,0,3
391002,0.001145475372279496,1,2,83
391002,0.019801980198019802,1,4,14
391002,0.0,0,0,97
391002,0.0,0,0,0
391003,0.0,0,0,63
391003,0.0,0,0,11
391003,0.003110419906687403,1,2,37
391003,0.0013850415512465374,1,1,77
391003,0.011876484560570071,1,5,41
391003,0.005706134094151213,1,4,109
391003,0.0,0,0,0
391003,0.03,1,3,5
391003,0.001863932898415657,1,2,39
391003,0.03389830508474576,1,8,5
391003,0.0,0,0,10
392001,0.13678588016720855,1,1178,895
392001,0.02090909090909091,1,23,91
392002,0.05977165883143049,1,89,176
392002,0.06073752711496746,1,56,87
392002,0.05113636363636364,1,9,8
392002,0.005788712011577424,1,4,42
392002,0.05365853658536585,1,22,56
392002,0.1065989847715736,1,42,26
392003,0.01614987080103359,1,25,113
392003,0.05056179775280899,1,9,14
392003,0.09953129307968017,1,361,580
392003,0.0,0,0,18
393001,0.004457652303120356,1,3,35
393001,0.030927835051546393,1,123,300
393002,0.013657056145675266,1,54,356
393002,0.06951871657754011,1,130,177
393003,0.07092198581560284,1,110,154
393003,0.08295964125560538,1,222,340
394000,0.03078962078727663,1,3415,20763
395003,0.048539759636340996,1,1559,3945
395004,0.0,0,0,12
395004,0.027777777777777776,1,9,17
395004,0.009229098805646038,1,34,201
395004,0.0,0,0,5
396001,0.0,0,0,31
396001,0.0005396654074473826,1,1,165
396001,0.0,0,0,8
396001,0.0,0,0,13
396001,0.004739336492890996,1,2,17
396001,0.0,0,0,23
396001,0.0,0,0,24
396001,0.0,0,0,17
396002,0.0,0,0,32
396002,0.009655172413793104,1,14,65
396002,0.013029315960912053,1,4,16
396002,0.010416666666666666,1,2,8
396002,0.0,0,0,50
396002,0.0,0,0,47
396002,0.0,0,0,0
396002,0.0,0,0,53
396002,0.0,0,0,17
396002,0.0,0,0,5
397001,0.016817593790426907,1,13,64
397001,0.002842377260981912,1,11,710
397001,0.0,0,0,0
397001,0.0,0,0,27
397001,0.0,0,0,9
397001,0.0,0,0,13
397001,0.0,0,0,8
397001,0.0017331022530329288,1,1,27
397001,0.028602860286028604,1,26,132
397001,0.0,0,0,14
397001,0.0,0,0,5
397001,0.0,0,0,1
397001,0.0010695187165775401,1,2,116
397001,0.0,0,0,9
397001,0.0,0,0,21
397001,0.0,0,0,3
397001,0.0,0,0,21
398001,0.0,0,0,4
398001,0.023529411764705882,1,8,10
398001,0.09263392857142858,1,166,245
398001,0.0,0,0,1
398001,0.08019246190858059,1,200,315
398001,0.1202718297217592,1,938,1298
398001,0.0,0,0,0
399001,0.07989949748743719,1,318,524
399001,0.06428571428571428,1,54,147
399001,0.13359162003156838,1,931,1151
399001,0.03398058252427184,1,14,47
399002,0.014925373134328358,1,4,31
399002,0.0,0,0,7
399002,0.19782608695652174,1,91,62
399002,0.06103286384976526,1,26,43
399002,0.07489878542510121,1,74,100
399002,0.0625,1,53,104
399002,0.0,0,0,5
399002,0.009433962264150943,1,3,23
399002,0.051336898395721926,1,48,83
399002,0.0,0,0,3
400001,0.10240998339916424,1,1789,3258
400002,0.0849911467555463,1,816,1655
400002,0.08771929824561403,1,20,23
401001,0.0,0,0,19
401001,0.002638522427440633,1,1,15
401001,0.001053740779768177,1,1,45
401001,0.0,0,0,4
401001,0.0,0,0,6
401001,0.0,0,0,3
401001,0.0,0,0,1
401001,0.0,0,0,9
401001,0.0,0,0,20
401001,0.0,0,0,15
401001,0.0,0,0,0
401001,0.0,0,0,23
401001,0.0,0,0,18
401001,0.0,0,0,1
401001,0.0,0,0,276
401001,0.008488964346349746,1,5,36
401002,0.0,0,0,32
401002,0.0,0,0,2
401002,0.0,0,0,17
401002,0.0031746031746031746,1,3,60
401002,0.0,0,0,0
401002,0.0,0,0,53
401002,0.0,0,0,48
401002,0.072992700729927,1,20,29
401002,0.04602510460251046,1,11,13
401002,0.0,0,0,0
401002,0.0,0,0,0
401002,0.0,0,0,27
401003,0.0,0,0,12
401003,0.0,0,0,11
401003,0.0,0,0,64
401003,0.0,0,0,6
401003,0.0,0,0,21
401003,0.0,0,0,12
401003,0.0,0,0,32
401003,0.011764705882352941,1,6,26
401003,0.0024479804161566705,1,2,48
401003,0.0,0,0,19
401003,0.0,0,0,24
401003,0.0,0,0,10
402001,0.0,0,0,3
402001,0.00034746351633078526,1,1,149
402001,0.00964630225080386,1,24,142
402002,0.045454545454545456,1,5,5
402002,0.0009633911368015414,1,1,55
402002,0.0,0,0,6
402002,0.0,0,0,75
402003,0.0,0,0,26
402003,0.0,0,0,5
402003,0.0,0,0,16
402003,0.0021953896816684962,1,4,68
403001,0.0,0,0,41
403001,0.0,0,0,9
403001,0.0,0,0,13
403001,0.0,0,0,8
403001,0.0033112582781456954,1,1,16
403001,0.0,0,0,13
403001,0.0,0,0,0
403001,0.0021436227224008574,1,2,60
403001,0.0,0,0,6
403001,0.0,0,0,16
403001,0.0,0,0,4
403001,0.0,0,0,3
403002,0.00016105653084232566,1,1,556
403002,0.00558659217877095,1,3,35
403003,0.0,0,0,12
403003,0.0,0,0,5
403003,0.004291845493562232,1,1,6
403003,0.0,0,0,2
403003,0.052954472069744914,1,164,381
403003,0.0,0,0,21
403003,0.0,0,0,0
403003,0.0,0,0,34
403004,0.0076370170709793355,1,51,804
403004,0.0,0,0,267
403005,0.0,0,0,20
403005,0.0,0,0,38
403005,0.0,0,0,7
403005,0.0,0,0,9
403005,0.0,0,0,7
403005,0.0,0,0,11
403005,0.0,0,0,21
403005,0.0,0,0,2
403005,0.0,0,0,9
403005,0.0,0,0,8
404001,0.0070921985815602835,1,2,15
404001,0.0,0,0,0
404001,0.0,0,0,28
404001,0.0,0,0,79
404001,0.0,0,0,7
404002,0.0,0,0,3
404002,0.0,0,0,1
404002,0.001851851851851852,1,1,22
404002,0.010344827586206896,1,3,9
404002,0.0,0,0,11
404002,0.0,0,0,40
404002,0.0,0,0,38
404003,0.0,0,0,11
404003,0.0,0,0,4
404003,0.0,0,0,22
404003,0.0,0,0,12
404003,0.0,0,0,48
404003,0.0008600917431192661,1,3,335
404003,0.0,0,0,4
404004,0.0015384615384615385,1,1,31
404004,0.0,0,0,0
404004,0.0,0,0,0
404004,0.007220216606498195,1,2,10
404004,0.0,0,0,1
404004,0.0,0,0,0
404004,0.0,0,0,10
404004,0.0,0,0,0
404004,0.0006426735218508997,1,1,119
404004,0.0,0,0,24
404004,0.004966887417218543,1,3,20
404004,0.0,0,0,0
404005,0.0,0,0,7
404005,0.0,0,0,8
404005,0.0,0,0,29
404005,0.006589785831960461,1,8,126
404005,0.006097560975609756,1,1,4
404005,0.0,0,0,6
404005,0.0,0,0,22
404005,0.0,0,0,4
404005,0.0,0,0,19
405001,0.12409638554216867,1,103,135
405001,0.0,0,0,4
405001,0.0,0,0,0
405001,0.056195965417867436,1,39,68
405001,0.0,0,0,1
405001,0.05570152390961639,1,106,183
405002,0.03700623700623701,1,89,272
405002,0.0,0,0,9
405002,0.0,0,0,8
405002,0.0010638297872340426,1,1,49
405002,0.006329113924050633,1,2,12
405002,0.0,0,0,20
405002,0.0,0,0,0
405002,0.0,0,0,10
405003,0.0,0,0,10
405003,0.06770456191165822,1,187,342
405003,0.00865051903114187,1,15,80
405003,0.0,0,0,0
405004,0.0,0,0,105
405004,0.0,0,0,15
405004,0.002224694104560623,1,2,27
405004,0.0,0,0,8
406001,0.0,0,0,0
406001,0.0,0,0,4
406001,0.0,0,0,11
406001,0.0,0,0,125
406001,0.0,0,0,12
406001,0.0011961722488038277,1,1,44
406001,0.0,0,0,0
406001,0.0,0,0,36
406001,0.0,0,0,19
406001,0.0,0,0,2
406002,0.0,0,0,2
406002,0.004962779156327543,1,10,114
406002,0.0,0,0,19
406002,0.0,0,0,12
406002,0.0,0,0,0
406002,0.010518407212622089,1,14,103
406002,0.0,0,0,15
406002,0.0,0,0,25
406002,0.0,0,0,16
406002,0.0,0,0,8
406003,0.0,0,0,5
406003,0.01179245283018868,1,15,63
406003,0.0,0,0,12
406003,0.0,0,0,21
406003,0.002932551319648094,1,1,7
406003,0.011029411764705883,1,18,172
406003,0.0,0,0,6
406003,0.0,0,0,8
406003,0.0,0,0,0
406003,0.0,0,0,25
406004,0.0,0,0,3
406004,0.0,0,0,5
406004,0.0,0,0,13
406004,0.0,0,0,0
406004,0.0,0,0,3
406004,0.0031746031746031746,1,1,13
406004,0.0,0,0,1
406004,0.0033333333333333335,1,1,16
406004,0.0,0,0,11
406004,0.0,0,0,7
406004,0.0,0,0,5
406004,0.0,0,0,20
406004,0.0029791459781529296,1,3,66
406004,0.0,0,0,8
407001,0.0,0,0,22
407001,0.0,0,0,0
407001,0.0,0,0,0
407001,0.0,0,0,8
407001,0.0,0,0,45
407001,0.0,0,0,10
407001,0.0,0,0,58
407001,0.0,0,0,0
407001,0.0,0,0,15
407001,0.0,0,0,28
407001,0.0,0,0,10
407001,0.0,0,0,16
407001,0.0,0,0,41
407001,0.0,0,0,10
407001,0.0,0,0,35
407001,0.0,0,0,0
407001,0.0,0,0,0
407001,0.0,0,0,12
407001,0.0,0,0,2
407001,0.0,0,0,102
407001,0.0,0,0,18
407001,0.0,0,0,5
407001,0.0,0,0,0
407001,0.0,0,0,0
407001,0.0,0,0,3
408001,0.10180995475113122,1,45,48
408001,0.03636363636363636,1,12,25
408001,0.029585798816568046,1,5,9
408001,0.0,0,0,0
408001,0.029612756264236904,1,13,34
408001,0.07851239669421488,1,57,67
408001,0.08638743455497382,1,33,40
408001,0.11055276381909548,1,22,22
408001,0.002079002079002079,1,1,48
408001,0.0,0,0,1
408001,0.0,0,0,0
408001,0.0,0,0,0
408001,0.0,0,0,0
408001,0.06614785992217899,1,34,60
408001,0.0,0,0,7
408001,0.1,1,83,108
408001,0.01282051282051282,1,5,21
408001,0.07093821510297482,1,31,40
408001,0.06818181818181818,1,33,53
408001,0.0,0,0,0
408001,0.05274725274725275,1,24,43
408001,0.027409372236958444,1,62,284
408001,0.034071550255536626,1,20,38
408001,0.0,0,0,14
408001,0.0,0,0,40
408001,0.07865168539325842,1,21,21
408001,0.017241379310344827,1,3,4
408001,0.0,0,0,6
408001,0.03954802259887006,1,14,37
408001,0.0,0,0,10
408001,0.0273972602739726,1,12,28
408001,0.08514190317195326,1,51,72
408001,0.10683760683760683,1,25,40
408001,0.004945598417408506,1,5,81
408001,0.009615384615384616,1,1,1
408001,0.0,0,0,1
408001,0.0,0,0,3
408001,0.11009174311926606,1,36,38
409001,0.0,0,0,14
409001,0.003289473684210526,1,1,24
409001,0.000931098696461825,1,1,60
409001,0.014534883720930232,1,5,25
409001,0.0,0,0,2
409001,0.0,0,0,18
409001,0.008674101610904586,1,7,62
409001,0.0,0,0,4
409001,0.0,0,0,4
409001,0.0,0,0,13
409001,0.08560311284046693,1,44,51
409001,0.011560693641618497,1,4,32
409001,0.0,0,0,9
409001,0.01838235294117647,1,5,12
409001,0.0,0,0,1
409001,0.008092485549132947,1,7,65
409001,0.0,0,0,4
409001,0.0695364238410596,1,42,84
409001,0.028503562945368172,1,12,43
409001,0.0,0,0,28
409001,0.013888888888888888,1,1,5
409001,0.025974025974025976,1,4,9
409001,0.04981549815498155,1,27,50
409001,0.013644366197183098,1,31,230
409001,0.0,0,0,6
409001,0.0176678445229682,1,5,18
409001,0.0041841004184100415,1,1,12
409001,0.0,0,0,0
409001,0.03731343283582089,1,10,19
409001,0.0,0,0,0
409001,0.0,0,0,23
409001,0.11789473684210526,1,56,70
409001,0.0,0,0,28
409001,0.0,0,0,3
409001,0.0,0,0,0
409001,0.0,0,0,3
409001,0.0,0,0,10
409001,0.0,0,0,9
409001,0.0,0,0,0
409001,0.008875739644970414,1,3,33
409001,0.0,0,0,0
409001,0.0,0,0,6
409001,0.0,0,0,41
410001,0.0,0,0,6
410001,0.0,0,0,0
410001,0.018205461638491547,1,14,66
410001,0.0,0,0,30
410001,0.023255813953488372,1,2,3
410001,0.0,0,0,1
410001,0.0,0,0,14
410001,0.047619047619047616,1,1,1
410001,0.0,0,0,1
410001,0.10363391655450875,1,77,99
410001,0.0,0,0,0
410001,0.0,0,0,7
410001,0.012658227848101266,1,5,24
410001,0.0425531914893617,1,20,33
410001,0.005050505050505051,1,1,10
410001,0.0,0,0,5
410001,0.0,0,0,0
410001,0.03488372093023256,1,6,11
410001,0.0,0,0,0
410001,0.0,0,0,0
410001,0.0,0,0,0
410001,0.0,0,0,7
410001,0.04504504504504504,1,5,1
410001,0.0,0,0,0
410001,0.07526881720430108,1,21,30
410001,0.0,0,0,1
410001,0.0,0,0,3
410001,0.0,0,0,0
410001,0.005076142131979695,1,1,6
410001,0.0,0,0,0
410001,0.0,0,0,0
410001,0.0,0,0,1
410001,0.0,0,0,10
410001,0.014388489208633094,1,2,6
410001,0.0,0,0,0
410001,0.0,0,0,5
410001,0.02531645569620253,1,4,7
410001,0.0,0,0,2
410001,0.0,0,0,8
410001,0.0,0,0,0
410001,0.0,0,0,0
410001,0.0,0,0,0
411001,0.10606060606060606,1,56,54
411001,0.14085914085914086,1,141,167
411001,0.14541120381406436,1,122,110
411001,0.0,0,0,2
411001,0.125,1,20,29
411001,0.0,0,0,54
411001,0.0,0,0,51
411001,0.12805474095796676,1,131,166
411001,0.13845446182152715,1,301,336
411002,0.0,0,0,0
411002,0.0,0,0,3
411002,0.0,0,0,0
411002,0.12091179385530228,1,122,137
411002,0.13028169014084506,1,37,29
411002,0.10078878177037687,1,115,123
411002,0.01225114854517611,1,8,45
411002,0.1352112676056338,1,48,68
411002,0.02909090909090909,1,8,14
411002,0.0,0,0,0
411002,0.0,0,0,1
411002,0.0,0,0,0
411002,0.14267676767676768,1,113,102
411002,0.0,0,0,0
411002,0.0,0,0,0
411002,0.0,0,0,0
411002,0.0539568345323741,1,30,46
411002,0.13178294573643412,1,119,147
412001,0.0,0,0,0
412001,0.10939431396786156,1,177,202
412001,0.0,0,0,16
412001,0.13203214695752008,1,115,117
412001,0.07889908256880734,1,43,47
412001,0.0965391621129326,1,53,73
412001,0.01694915254237288,1,1,2
412002,0.0,0,0,43
412002,0.10660915113233708,1,692,1111
412002,0.11602209944751381,1,63,67
412003,0.12289156626506025,1,153,161
412003,0.1338621715418939,1,270,341
412003,0.0,0,0,0
413001,0.0,0,0,0
413001,0.0,0,0,5
413001,0.0,0,0,11
413001,0.0,0,0,9
413001,0.0,0,0,11
413001,0.08284023668639054,1,14,14
413001,0.10294117647058823,1,98,115
413001,0.0,0,0,0
413001,0.0,0,0,7
413001,0.009532888465204958,1,10,102
413001,0.0,0,0,39
413001,0.0,0,0,16
413001,0.0,0,0,13
413001,0.0,0,0,4
413001,0.0,0,0,24
413001,0.0,0,0,15
413001,0.0,0,0,3
413001,0.0,0,0,12
413001,0.03614457831325301,1,9,22
413001,0.0,0,0,23
413001,0.0,0,0,0
413001,0.0,0,0,21
413001,0.0,0,0,0
413002,0.054878048780487805,1,18,30
413002,0.10652920962199312,1,62,86
413002,0.018404907975460124,1,3,9
413002,0.0,0,0,0
413002,0.0,0,0,25
413002,0.05842911877394636,1,61,150
413002,0.050551470588235295,1,55,120
413002,0.0,0,0,29
413002,0.0,0,0,8
413002,0.1001727115716753,1,58,61
413002,0.05423728813559322,1,16,20
413002,0.01978021978021978,1,9,31
414001,0.0,0,0,45
414001,0.0,0,0,34
414001,0.031180400890868598,1,14,46
414001,0.031270358306188926,1,48,209
414001,0.0,0,0,4
414001,0.0,0,0,17
414001,0.006379585326953748,1,4,39
414002,0.0,0,0,24
414002,0.07142857142857142,1,86,147
414002,0.0,0,0,21
414002,0.0008183306055646482,1,1,77
414002,0.0,0,0,6
414002,0.0,0,0,1
414002,0.0,0,0,67
414002,0.0,0,0,0
414003,0.0018181818181818182,1,8,502
414003,0.0,0,0,0
414003,0.0436046511627907,1,15,24
414003,0.0,0,0,7
414003,0.03963666391412056,1,48,138
414004,0.0047169811320754715,1,4,44
414004,0.019083969465648856,1,15,49
414004,0.003937007874015748,1,1,13
414004,0.0021008403361344537,1,1,22
414004,0.0,0,0,12
414004,0.0,0,0,5
414004,0.02185792349726776,1,12,63
414004,0.062352012628255724,1,79,174
414004,0.09342783505154639,1,145,185
415001,0.0,0,0,0
415001,0.05714285714285714,1,42,85
415001,0.0,0,0,0
415001,0.0,0,0,1
415001,0.10318076027928627,1,133,194
415001,0.06329113924050633,1,5,4
415001,0.085,1,918,1503
415001,0.14889606892837912,1,553,582
415001,0.05191256830601093,1,19,32
415001,0.1239766081871345,1,106,118
415001,0.022222222222222223,1,2,2
415002,0.0,0,0,9
415002,0.014705882352941176,1,1,2
415002,0.055825242718446605,1,23,43
415002,0.012468827930174564,1,5,22
415002,0.050256410256410255,1,49,86
415002,0.034482758620689655,1,7,7
415002,0.030136986301369864,1,11,13
415002,0.0,0,0,0
415002,0.03768844221105527,1,15,35
415002,0.0,0,0,2
415002,0.07306338028169014,1,83,135
415002,0.0,0,0,0
415002,0.015053763440860216,1,7,26
415002,0.05956112852664577,1,76,129
415002,0.0,0,0,6
416001,0.07326007326007326,1,120,182
416001,0.014134275618374558,1,4,17
416001,0.0,0,0,3
416001,0.007042253521126761,1,3,19
416001,0.13615023474178403,1,203,235
416001,0.05947136563876652,1,27,48
416001,0.0,0,0,9
416002,0.0,0,0,1
416002,0.09363295880149813,1,150,250
416002,0.10273972602739725,1,180,219
416002,0.0,0,0,13
416002,0.0,0,0,1
416002,0.09667194928684628,1,122,163
416003,0.0,0,0,0
416003,0.17411764705882352,1,148,137
416003,0.0,0,0,0
416003,0.08998988877654196,1,89,125
416003,0.07888040712468193,1,31,46
416003,0.0,0,0,0
416003,0.0782608695652174,1,9,8
416003,0.0,0,0,0
416003,0.0,0,0,0
416003,0.0378619153674833,1,17,29
416003,0.0835881753312946,1,82,109
416003,0.0,0,0,0
416003,0.06159420289855073,1,17,21
416003,0.0,0,0,0
416004,0.013888888888888888,1,1,3
416004,0.056363636363636366,1,31,46
416004,0.025,1,3,2
416004,0.09841269841269841,1,31,28
416004,0.03474903474903475,1,18,44
416004,0.033797216699801194,1,17,47
416004,0.0793180133432172,1,107,181
416004,0.13043478260869565,1,24,16
416004,0.17423442449841606,1,165,140
417001,0.08157301494531184,1,1954,4058
417002,0.06299212598425197,1,8,19
417002,0.12088915956151035,1,397,566
417002,0.051215277777777776,1,59,232
417002,0.061855670103092786,1,12,19
417002,0.12162162162162163,1,54,70
417002,0.007251153592617007,1,22,421
417002,0.15595975232198142,1,806,1238
417002,0.06157965194109773,1,92,314
417002,0.06111111111111111,1,11,33
417002,0.1150497512437811,1,185,253
418001,0.0,0,0,8
418001,0.08695652173913043,1,20,27
418001,0.0,0,0,1
418001,0.0,0,0,5
418001,0.0,0,0,3
418001,0.0,0,0,3
418001,0.0,0,0,11
418001,0.0,0,0,27
418001,0.0,0,0,15
418001,0.0,0,0,4
418001,0.0,0,0,2
418001,0.02631578947368421,1,4,12
418001,0.0,0,0,48
418001,0.0,0,0,9
418001,0.0,0,0,28
418002,0.03640256959314775,1,17,44
418002,0.0,0,0,6
418002,0.016216216216216217,1,3,10
418002,0.025210084033613446,1,9,22
418002,0.005065554231227652,1,17,331
418002,0.0,0,0,1
418002,0.0,0,0,0
418002,0.0,0,0,0
418002,0.0,0,0,0
418002,0.0,0,0,2
418002,0.0,0,0,0
418003,0.0,0,0,9
418003,0.0,0,0,13
418003,0.014534883720930232,1,5,19
418003,0.06746987951807229,1,28,26
418003,0.00902061855670103,1,7,53
418003,0.0,0,0,2
418003,0.0,0,0,19
418003,0.0,0,0,6
418003,0.0,0,0,23
418003,0.0,0,0,5
418003,0.02077922077922078,1,8,20
418003,0.0,0,0,10
418003,0.010395010395010396,1,5,19
418003,0.0,0,0,0
418004,0.0,0,0,0
418004,0.0,0,0,22
418004,0.0,0,0,5
418004,0.0,0,0,3
418004,0.0,0,0,2
418004,0.0,0,0,5
418004,0.0,0,0,8
418004,0.0,0,0,3
418004,0.0,0,0,14
418004,0.0,0,0,13
418004,0.0,0,0,0
418004,0.0,0,0,11
418004,0.0,0,0,0
418004,0.0015313935681470138,1,1,41
418004,0.0,0,0,0
418004,0.0013404825737265416,1,1,48
419001,0.0,0,0,3
419001,0.0,0,0,2
419001,0.0,0,0,25
419001,0.0,0,0,0
419001,0.0,0,0,7
419001,0.0,0,0,3
419001,0.0,0,0,11
419001,0.0,0,0,20
419001,0.0072992700729927005,1,1,4
419001,0.0,0,0,28
419001,0.0,0,0,44
419001,0.0,0,0,20
419001,0.0,0,0,7
419001,0.0,0,0,0
419001,0.0,0,0,6
419001,0.004934210526315789,1,3,31
419001,0.0,0,0,2
419001,0.0,0,0,15
419001,0.0,0,0,31
419001,0.0,0,0,0
419001,0.0,0,0,1
419001,0.0,0,0,67
419001,0.0019255455712451862,1,3,139
419001,0.0,0,0,3
419001,0.0,0,0,5
419001,0.0,0,0,3
419001,0.0,0,0,1
419001,0.0,0,0,52
419001,0.0,0,0,2
420001,0.0,0,0,1
420001,0.0,0,0,27
420001,0.0,0,0,4
420001,0.0,0,0,36
420001,0.0,0,0,0
420001,0.0,0,0,29
420001,0.0,0,0,14
420001,0.0,0,0,9
420001,0.0,0,0,0
420001,0.0,0,0,0
420001,0.0,0,0,211
420001,0.0,0,0,0
420002,0.0,0,0,0
420002,0.0,0,0,5
420002,0.0,0,0,17
420002,0.0,0,0,5
420002,0.0,0,0,29
420002,0.0,0,0,65
420002,0.0,0,0,2
420002,0.0,0,0,2
420002,0.0,0,0,33
420002,0.0,0,0,10
420002,0.0411522633744856,1,10,21
420003,0.004123711340206186,1,2,53
420003,0.0,0,0,2
420003,0.0,0,0,10
420003,0.0111731843575419,1,4,16
420003,0.0,0,0,1
420003,0.0022371364653243847,1,1,27
420003,0.0,0,0,11
420003,0.0,0,0,21
420003,0.0,0,0,0
420003,0.0,0,0,19
420003,0.0,0,0,3
420003,0.0,0,0,10
420003,0.006514657980456026,1,2,19
421001,0.0,0,0,23
421001,0.0,0,0,2
421001,0.0,0,0,3
421001,0.0,0,0,22
421001,0.0,0,0,33
421001,0.0,0,0,98
421001,0.0,0,0,36
421001,0.0,0,0,1
421001,0.0033917467495760316,1,6,160
421001,0.006382978723404255,1,9,187
421001,0.0,0,0,210
421001,0.0008163265306122449,1,1,114
421001,0.0,0,0,33
421001,0.0,0,0,121
421001,0.0,0,0,1
421001,0.0,0,0,9
421001,0.0,0,0,0
421002,0.0,0,0,5
421002,0.0,0,0,9
421002,0.0,0,0,7
421002,0.0,0,0,46
421002,0.0,0,0,6
421002,0.0,0,0,18
421002,0.0,0,0,0
421002,0.0,0,0,8
421002,0.0,0,0,1
421002,0.0,0,0,30
421002,0.0,0,0,30
421002,0.0,0,0,1
421002,0.0,0,0,0
421002,0.0,0,0,10
421002,0.0,0,0,15
421002,0.0,0,0,24
421002,0.0,0,0,8
421002,0.0,0,0,16
421002,0.0,0,0,4
421002,0.0,0,0,1
422001,0.0,0,0,2
422001,0.0,0,0,25
422001,0.0,0,0,13
422001,0.0,0,0,2
422001,0.0,0,0,52
422001,0.0,0,0,0
422001,0.0,0,0,4
422001,0.0,0,0,2
422001,0.0,0,0,11
422001,0.0,0,0,10
422001,0.009950248756218905,1,4,24
422002,0.0,0,0,17
422002,0.0,0,0,63
422002,0.0,0,0,1
422002,0.0,0,0,3
422002,0.0,0,0,1
422002,0.0,0,0,48
422002,0.0,0,0,27
422002,0.0,0,0,3
422002,0.0,0,0,0
422002,0.0,0,0,8
422002,0.0,0,0,18
422002,0.0,0,0,0
422003,0.0,0,0,203
422003,0.0,0,0,12
422003,0.0,0,0,1
422003,0.0,0,0,4
422003,0.0,0,0,28
422003,0.0,0,0,9
422003,0.0,0,0,4
422003,0.0,0,0,4
422003,0.0,0,0,26
422003,0.0,0,0,24
422003,0.0,0,0,14
422003,0.0,0,0,12
422004,0.0,0,0,48
422004,0.0,0,0,7
422004,0.0,0,0,5
422004,0.0,0,0,90
422004,0.0,0,0,94
422004,0.0,0,0,33
423000,0.0,0,0,20
423001,0.0,0,0,78
423002,0.0,0,0,114
423002,0.0,0,0,26
423003,0.0,0,0,78
423003,0.0,0,0,35
423004,0.0,0,0,534
423005,0.0,0,0,72
423005,0.0,0,0,11
