REGDIST,Industrial_Ratio_1831,is_treated_baseline,MANUFAC,FAMTRADE
201002,0.0,0,0,6
201003,0.0,0,0,19
201003,0.0,0,0,11
201003,0.0,0,0,10
201003,0.0,0,0,129
201003,0.0,0,0,0
201003,0.0,0,0,14
201003,0.0,0,0,7
201003,0.0,0,0,1
201004,0.0,0,0,1
201004,0.0,0,0,10
201004,0.0,0,0,0
201004,0.0,0,0,3
201004,0.0,0,0,0
201004,0.0,0,0,59
201004,0.0,0,0,3
202000,0.0,0,0,79
202000,0.0,0,0,106
202000,0.0,0,0,121
202001,0.0,0,0,8
202001,0.0,0,0,95
202001,0.0,0,0,3
202001,0.0,0,0,1
202001,0.0,0,0,75
202001,0.0,0,0,14
202002,0.0,0,0,0
202002,0.0,0,0,50
202002,0.0,0,0,3
202002,0.0,0,0,2
202002,0.0,0,0,43
202003,0.0,0,0,3
202003,0.0,0,0,2
202003,0.0,0,0,8
202003,0.0,0,0,4
202003,0.0,0,0,6
202003,0.0,0,0,41
202003,0.0,0,0,7
202003,0.0,0,0,4
202003,0.0,0,0,14
202003,0.0,0,0,21
202004,0.0,0,0,111
202004,0.0,0,0,12
202004,0.0014367816091954023,1,1,30
202004,0.0,0,0,8
202005,0.0,0,0,14
202005,0.0,0,0,30
202005,0.0,0,0,30
202005,0.0,0,0,11
202005,0.0,0,0,14
203001,0.0,0,0,14
203001,0.0,0,0,39
203001,0.0,0,0,46
203001,0.0,0,0,19
203001,0.0,0,0,8
203001,0.0,0,0,104
203001,0.0,0,0,16
203001,0.0,0,0,34
203002,0.0,0,0,11
203002,0.0,0,0,0
203002,0.0,0,0,14
203002,0.0,0,0,0
203002,0.0,0,0,24
203002,0.0,0,0,53
203002,0.0,0,0,27
203002,0.0,0,0,61
203002,0.0,0,0,9
203003,0.0,0,0,33
203003,0.0008899436369029962,1,3,182
203004,0.0,0,0,45
203004,0.0,0,0,201
203004,0.0,0,0,47
203004,0.0,0,0,2
203004,0.0,0,0,25
203004,0.0,0,0,30
203004,0.0,0,0,8
203005,0.0,0,0,65
203005,0.0,0,0,15
203005,0.0,0,0,23
203005,0.0,0,0,20
203005,0.0,0,0,26
203005,0.0,0,0,56
204001,0.0,0,0,0
204001,0.0,0,0,74
204001,0.003125,1,8,306
204001,0.014321295143212951,1,23,227
204001,0.00076103500761035,1,1,177
204002,0.0,0,0,75
204002,0.028985507246376812,1,30,251
204002,0.0,0,0,14
204002,0.0,0,0,228
204002,0.006507592190889371,1,3,75
204003,0.0,0,0,32
204003,0.0,0,0,33
204003,0.0,0,0,189
204003,0.0,0,0,209
204003,0.017817371937639197,1,8,58
204003,0.0,0,0,131
205001,0.0,0,0,50
205001,0.0,0,0,104
205002,0.0,0,0,10
205002,0.0,0,0,15
205002,0.0,0,0,11
205002,0.0,0,0,1
205002,0.0,0,0,0
205002,0.0,0,0,78
205002,0.0,0,0,25
205002,0.0,0,0,8
205002,0.0,0,0,4
205002,0.0,0,0,10
205002,0.0,0,0,1
205003,0.0,0,0,22
205003,0.0,0,0,27
205003,0.0,0,0,1
205003,0.0,0,0,7
205003,0.0,0,0,26
205003,0.0,0,0,4
205003,0.0,0,0,28
205003,0.0,0,0,0
205003,0.0,0,0,18
205004,0.0,0,0,22
205004,0.0,0,0,32
205004,0.0,0,0,15
205004,0.0,0,0,11
205004,0.0,0,0,27
205004,0.0,0,0,4
205004,0.0,0,0,25
205004,0.0,0,0,12
205005,0.0,0,0,27
205005,0.0,0,0,54
205005,0.0,0,0,23
205005,0.0,0,0,8
205005,0.0,0,0,33
206001,0.0,0,0,22
206001,0.0,0,0,6
206001,0.0,0,0,24
206001,0.0,0,0,91
206001,0.0,0,0,35
206001,0.0,0,0,19
206002,0.0,0,0,3
206002,0.0,0,0,1
206002,0.0,0,0,82
206002,0.0,0,0,41
206002,0.0,0,0,0
206002,0.0,0,0,30
206002,0.0,0,0,244
206003,0.0,0,0,16
206003,0.03005887821506043,1,97,348
206003,0.026373626373626374,1,12,28
206003,0.0,0,0,0
207001,0.0,0,0,83
207001,0.0,0,0,27
207001,0.0,0,0,8
207001,0.0,0,0,14
207001,0.012723743799870606,1,59,465
207001,0.0,0,0,21
207001,0.0,0,0,10
207001,0.001557632398753894,1,1,21
207002,0.0,0,0,87
207002,0.00045578851412944393,1,1,149
207002,0.0,0,0,16
207002,0.0,0,0,14
207002,0.0,0,0,8
207002,0.0,0,0,19
207002,0.0,0,0,33
207002,0.0,0,0,12
208001,0.0,0,0,64
208001,0.0,0,0,11
208001,0.0,0,0,30
208001,0.0,0,0,70
208002,0.02717391304347826,1,85,256
208002,0.0,0,0,11
208002,0.0,0,0,8
208002,0.01466275659824047,1,5,5
208002,0.0,0,0,35
208003,0.04529514903565167,1,155,371
208003,0.0,0,0,17
208003,0.01646090534979424,1,8,20
208003,0.0,0,0,15
208003,0.0,0,0,16
209001,0.0,0,0,60
209001,0.0,0,0,12
209001,0.0,0,0,81
209001,0.0,0,0,6
209001,0.0,0,0,57
209002,0.0,0,0,1
209002,0.0,0,0,4
209002,0.0,0,0,14
209002,0.0,0,0,7
209002,0.0,0,0,25
209002,0.0,0,0,143
209002,0.0,0,0,21
209002,0.0,0,0,9
209002,0.0,0,0,50
209002,0.0,0,0,39
209002,0.0,0,0,17
209003,0.0,0,0,31
209003,0.0,0,0,6
209003,0.0,0,0,23
209003,0.0,0,0,2
209003,0.0,0,0,10
209003,0.0,0,0,0
209003,0.0,0,0,18
209004,0.0,0,0,5
209004,0.0,0,0,10
209004,0.0,0,0,0
209004,0.0,0,0,30
209004,0.0,0,0,132
209004,0.0,0,0,0
210001,0.0,0,0,8
210001,0.0,0,0,46
210001,0.0,0,0,36
210001,0.0,0,0,8
210001,0.0,0,0,65
210001,0.0,0,0,9
210001,0.0,0,0,20
210001,0.0,0,0,3
210001,0.0,0,0,12
210002,0.0,0,0,46
210002,0.0,0,0,2
210002,0.002053388090349076,1,1,12
210002,0.0,0,0,22
210002,0.0,0,0,22
210002,0.00020999580008399833,1,1,534
210002,0.0,0,0,0
210002,0.0,0,0,5
210002,0.0,0,0,1
210003,0.0,0,0,32
210003,0.0,0,0,26
210003,0.0,0,0,26
210003,0.0,0,0,15
210003,0.0,0,0,45
210003,0.0,0,0,20
211001,0.0,0,0,1
211001,0.0,0,0,34
211001,0.0,0,0,69
211001,0.09737827715355805,1,26,25
211001,0.09840728100113766,1,173,253
211001,0.02029520295202952,1,11,43
211001,0.011904761904761904,1,1,2
211001,0.003125,1,1,10
211001,0.0,0,0,18
211001,0.0,0,0,8
211001,0.0047169811320754715,1,1,9
211002,0.0,0,0,17
211002,0.0,0,0,2
211002,0.0,0,0,14
211002,0.0,0,0,6
211002,0.0,0,0,17
211002,0.0,0,0,14
211002,0.0,0,0,20
211002,0.0,0,0,31
211002,0.0,0,0,80
211003,0.0,0,0,8
211003,0.0,0,0,10
211003,0.0,0,0,136
211003,0.0,0,0,50
211003,0.0,0,0,3
211003,0.0,0,0,8
211003,0.007575757575757576,1,6,28
211003,0.0,0,0,2
212001,0.0,0,0,7
212001,0.0,0,0,21
212001,0.0,0,0,18
212001,0.0,0,0,23
212001,0.0,0,0,20
212001,0.0,0,0,25
212001,0.0,0,0,6
212001,0.0,0,0,3
212001,0.0,0,0,5
212002,0.0,0,0,12
212002,0.0,0,0,11
212002,0.0,0,0,30
212002,0.0,0,0,55
212002,0.0,0,0,10
212002,0.0,0,0,103
212002,0.0,0,0,79
212002,0.0,0,0,1
212003,0.006075334143377886,1,5,109
212003,0.0,0,0,0
212003,0.0,0,0,55
212003,0.0,0,0,10
212003,0.0,0,0,9
212003,0.0,0,0,0
212003,0.0,0,0,0
212003,0.07298001737619461,1,84,238
212003,0.07017543859649122,1,120,249
212003,0.03579295154185022,1,65,233
212004,0.0,0,0,17
212004,0.0,0,0,14
212004,0.0,0,0,7
212004,0.0,0,0,1
212004,0.0011933174224343676,1,3,180
212004,0.0,0,0,14
212004,0.0,0,0,23
212004,0.0,0,0,19
212005,0.0,0,0,5
212005,0.002471169686985173,1,3,103
212005,0.029931972789115645,1,44,121
212005,0.003942181340341655,1,3,56
212005,0.0,0,0,11
212005,0.0,0,0,49
212005,0.0,0,0,13
212005,0.0,0,0,1
212005,0.0056657223796034,1,2,15
213001,0.0,0,0,94
213001,0.0,0,0,14
213001,0.0,0,0,12
213001,0.0,0,0,19
213001,0.0,0,0,44
213001,0.0,0,0,16
213001,0.0,0,0,1
213001,0.006644518272425249,1,14,181
213001,0.0,0,0,1
213001,0.0,0,0,38
213001,0.0,0,0,4
213001,0.0,0,0,6
213001,0.0,0,0,8
213001,0.0,0,0,3
213002,0.0,0,0,8
213002,0.0,0,0,60
213002,0.0,0,0,12
213002,0.004576659038901602,1,2,15
213002,0.0,0,0,47
213002,0.0037956204379562043,1,13,332
213002,0.0,0,0,9
213002,0.0,0,0,30
213002,0.0,0,0,30
213002,0.0,0,0,5
213002,0.0,0,0,3
213002,0.0,0,0,43
213002,0.0,0,0,7
213002,0.0,0,0,0
213002,0.0,0,0,4
214001,0.0,0,0,7
214001,0.0,0,0,7
214001,0.0,0,0,14
214001,0.0,0,0,12
214001,0.0,0,0,16
214001,0.0,0,0,23
214001,0.0,0,0,10
214001,0.0,0,0,8
214001,0.0,0,0,1
214001,0.0,0,0,4
214001,0.0,0,0,33
214001,0.0,0,0,1
214001,0.0,0,0,7
214001,0.0,0,0,14
214001,0.0,0,0,3
214001,0.0,0,0,16
214002,0.0,0,0,47
214002,0.0,0,0,13
214002,0.0,0,0,6
214002,0.0,0,0,12
214002,0.0,0,0,1
214002,0.0,0,0,11
214002,0.0,0,0,17
214002,0.0,0,0,11
214002,0.0,0,0,6
214002,0.0,0,0,31
214002,0.0,0,0,0
214002,0.0,0,0,5
214002,0.0,0,0,0
214002,0.0,0,0,9
214002,0.0,0,0,3
214002,0.0,0,0,2
214002,0.0,0,0,13
214002,0.0,0,0,1
214002,0.0,0,0,0
214003,0.0,0,0,1
214003,0.0,0,0,33
214003,0.0,0,0,17
214003,0.0,0,0,57
214003,0.0,0,0,9
214003,0.0,0,0,0
214003,0.0,0,0,36
214003,0.0,0,0,60
214003,0.0,0,0,1
214003,0.0,0,0,6
214003,0.0,0,0,19
215001,0.0,0,0,749
215001,0.0,0,0,550
216000,0.0006121824303642485,1,2,200
216001,0.0,0,0,38
216001,0.0,0,0,3
216001,0.0,0,0,21
216001,0.0,0,0,0
216001,0.0,0,0,4
216001,0.0,0,0,22
216001,0.0,0,0,9
216002,0.0,0,0,3
216002,0.0,0,0,10
216002,0.0,0,0,22
216002,0.0,0,0,61
216002,0.0,0,0,0
217001,0.0,0,0,12
217001,0.0,0,0,17
217001,0.0,0,0,26
217001,0.0,0,0,7
217001,0.0,0,0,7
217001,0.0,0,0,6
217001,0.0,0,0,38
217001,0.0,0,0,22
217001,0.0,0,0,1
217001,0.0,0,0,55
217001,0.0,0,0,43
217002,0.0,0,0,17
217002,0.0,0,0,13
217002,0.0,0,0,7
217002,0.0,0,0,24
217002,0.0,0,0,2
217002,0.0,0,0,15
217002,0.0,0,0,6
217002,0.0,0,0,0
217002,0.0,0,0,29
217002,0.0,0,0,3
217002,0.0,0,0,7
217002,0.0,0,0,18
217002,0.0,0,0,29
217002,0.0,0,0,79
217003,0.004210526315789474,1,4,58
217003,0.0,0,0,0
217003,0.0,0,0,17
217003,0.0,0,0,3
217003,0.0,0,0,2
217003,0.0,0,0,1
217003,0.0011013215859030838,1,1,52
217003,0.004418262150220913,1,3,20
217003,0.0,0,0,39
217003,0.0018712574850299401,1,5,255
218001,0.0,0,0,0
218001,0.0,0,0,42
218001,0.0,0,0,40
218001,0.0,0,0,20
218001,0.0,0,0,33
218001,0.0,0,0,67
218001,0.0,0,0,9
218001,0.0,0,0,2
218001,0.0,0,0,2
218001,0.0,0,0,24
218001,0.0,0,0,9
218002,0.0,0,0,65
218002,0.0,0,0,0
218002,0.0,0,0,29
218002,0.007797270955165692,1,4,16
218002,0.0,0,0,44
218002,0.0,0,0,53
218002,0.0,0,0,54
218002,0.002952755905511811,1,3,47
218003,0.0,0,0,2
218003,0.002652519893899204,1,1,14
218003,0.0,0,0,229
218003,0.0,0,0,18
218003,0.0,0,0,20
218003,0.0,0,0,6
218003,0.0,0,0,12
218003,0.0,0,0,16
218003,0.0,0,0,23
218003,0.0,0,0,10
218003,0.0,0,0,5
218003,0.0,0,0,17
218003,0.0,0,0,12
219001,0.0,0,0,4
219001,0.0014792899408284023,1,2,54
219001,0.0,0,0,99
219001,0.0,0,0,37
219001,0.0,0,0,22
219001,0.0,0,0,25
219001,0.0,0,0,112
219001,0.0,0,0,13
219001,0.0,0,0,30
219001,0.0,0,0,26
219001,0.020618556701030927,1,4,13
219002,0.0,0,0,4
219002,0.0,0,0,26
219002,0.0,0,0,8
219002,0.0,0,0,6
219002,0.0,0,0,8
219002,0.001,1,1,36
219002,0.0021551724137931034,1,1,19
219002,0.0,0,0,63
219002,0.0,0,0,16
219002,0.0,0,0,22
219002,0.0,0,0,11
219002,0.0,0,0,5
219002,0.0,0,0,34
219002,0.0,0,0,30
220001,0.0,0,0,0
220001,0.0,0,0,9
220001,0.0,0,0,10
220001,0.0024242424242424242,1,2,6
220001,0.0,0,0,24
220001,0.0,0,0,86
220001,0.0,0,0,21
220001,0.0,0,0,132
220001,0.0,0,0,18
220001,0.003134796238244514,1,1,6
220001,0.0,0,0,6
220001,0.0,0,0,10
220001,0.0,0,0,8
220001,0.0,0,0,4
220001,0.0,0,0,6
220001,0.0,0,0,23
220001,0.0,0,0,17
220001,0.0,0,0,3
220002,0.0,0,0,1
220002,0.0,0,0,17
220002,0.0,0,0,9
220002,0.0,0,0,5
220002,0.0,0,0,8
220002,0.0,0,0,1
220002,0.0,0,0,60
220002,0.0,0,0,9
220002,0.0,0,0,7
220002,0.0,0,0,6
220002,0.0,0,0,1
220002,0.0,0,0,1
220002,0.0,0,0,1
220002,0.0,0,0,117
220002,0.0,0,0,0
220002,0.0,0,0,11
220002,0.0,0,0,2
220002,0.0,0,0,16
220002,0.0,0,0,30
220002,0.0,0,0,14
220002,0.0,0,0,7
221001,0.0007352941176470588,1,1,72
221001,0.0,0,0,4
221001,0.0,0,0,24
221001,0.0,0,0,5
221001,0.0,0,0,15
221001,0.0038461538461538464,1,1,18
221001,0.0,0,0,30
221001,0.0,0,0,2
221001,0.0,0,0,14
221001,0.0,0,0,3
221001,0.0,0,0,18
221001,0.0,0,0,38
221001,0.0,0,0,25
221001,0.0,0,0,2
221001,0.0,0,0,1
221002,0.0,0,0,6
221002,0.0,0,0,11
221002,0.0,0,0,10
221002,0.0,0,0,20
221002,0.0,0,0,3
221002,0.0,0,0,5
221002,0.0,0,0,8
221002,0.0,0,0,26
221002,0.0,0,0,0
221002,0.0,0,0,10
221002,0.0,0,0,23
221002,0.0,0,0,12
221002,0.0,0,0,4
221002,0.0,0,0,7
222002,0.0006277463904582549,1,3,586
222003,0.001040582726326743,1,1,92
222002,0.0,0,0,78
222003,0.00023255813953488373,1,1,521
222001,0.0,0,0,96
222002,0.0,0,0,84
222001,0.0,0,0,21
222003,0.0,0,0,134
222001,0.0,0,0,412
222001,0.0,0,0,230
222001,0.0006075334143377885,1,1,163
222003,0.0,0,0,54
222001,0.0,0,0,19
222003,0.0,0,0,12
223001,0.0,0,0,26
223001,0.0,0,0,13
223001,0.0,0,0,10
223001,0.0,0,0,4
223001,0.0,0,0,1
223001,0.0,0,0,54
223001,0.0,0,0,21
223001,0.0,0,0,0
223001,0.0,0,0,22
223001,0.0,0,0,9
223001,0.0,0,0,23
223001,0.0,0,0,12
223001,0.0,0,0,18
223002,0.0,0,0,2
223002,0.0,0,0,6
223002,0.0,0,0,15
223002,0.0,0,0,4
223002,0.0,0,0,4
223002,0.0,0,0,0
223002,0.0,0,0,25
223002,0.0,0,0,5
223002,0.0,0,0,14
223002,0.005405405405405406,1,3,31
223002,0.025477707006369428,1,4,0
223002,0.0,0,0,5
223002,0.0,0,0,20
223002,0.0,0,0,25
223002,0.0,0,0,6
223002,0.0,0,0,57
223003,0.0,0,0,27
223003,0.0,0,0,13
223003,0.0,0,0,6
223003,0.0,0,0,2
223003,0.0,0,0,22
223003,0.0,0,0,1
223003,0.0,0,0,14
223003,0.0,0,0,5
223003,0.0,0,0,428
223004,0.0,0,0,0
223004,0.0,0,0,19
223004,0.0,0,0,2
223004,0.0,0,0,34
223004,0.0,0,0,5
223004,0.0,0,0,4
223004,0.0,0,0,52
223004,0.0,0,0,6
223004,0.0,0,0,51
224001,0.0,0,0,31
224001,0.0,0,0,17
224001,0.0,0,0,53
224001,0.0,0,0,0
224001,0.0,0,0,4
224001,0.0,0,0,13
224001,0.0,0,0,7
224002,0.0,0,0,18
224002,0.0,0,0,180
224002,0.0,0,0,6
224002,0.0,0,0,13
224003,0.0,0,0,16
224003,0.0,0,0,17
224003,0.0,0,0,16
224003,0.0,0,0,15
224003,0.0,0,0,0
224003,0.0,0,0,18
224003,0.0,0,0,2
224003,0.0,0,0,97
224004,0.0,0,0,8
224004,0.0,0,0,0
224004,0.0,0,0,7
224004,0.0,0,0,72
224004,0.0,0,0,20
224004,0.0,0,0,35
224004,0.0,0,0,1
224005,0.0,0,0,156
224005,0.0,0,0,30
224005,0.0,0,0,8
224005,0.0,0,0,14
224005,0.0,0,0,1
224005,0.0,0,0,42
224005,0.0,0,0,2
224005,0.0,0,0,8
224006,0.0,0,0,10
224006,0.0,0,0,11
224006,0.0,0,0,14
224006,0.0,0,0,28
224006,0.004454342984409799,1,2,21
224006,0.0,0,0,109
224006,0.0,0,0,21
225001,0.0,0,0,20
225001,0.0,0,0,15
225001,0.0,0,0,44
225001,0.0,0,0,2
225001,0.0,0,0,25
225001,0.0,0,0,3
225001,0.0,0,0,0
225001,0.0,0,0,46
225001,0.0,0,0,9
225001,0.0,0,0,60
225001,0.0034482758620689655,1,2,47
225001,0.0,0,0,17
225001,0.0,0,0,3
225001,0.0,0,0,18
225001,0.0011312217194570137,1,1,35
225001,0.0,0,0,52
225002,0.0,0,0,7
225002,0.0,0,0,7
225002,0.0,0,0,20
225002,0.003639304488475536,1,9,266
225002,0.002364066193853428,1,1,20
225002,0.0,0,0,12
225002,0.0,0,0,0
225002,0.0,0,0,6
225002,0.0,0,0,57
225002,0.0,0,0,13
225002,0.002008032128514056,1,1,14
225002,0.0,0,0,5
225002,0.0,0,0,5
225002,0.0,0,0,34
225002,0.002386634844868735,1,1,13
225003,0.0,0,0,2
225003,0.0,0,0,3
225003,0.0,0,0,7
225003,0.0,0,0,3
225003,0.0,0,0,0
225003,0.0,0,0,9
225003,0.0,0,0,2
225003,0.0,0,0,7
225003,0.0,0,0,32
225003,0.0,0,0,7
225003,0.0,0,0,0
225003,0.0,0,0,3
225003,0.0,0,0,4
225003,0.0,0,0,140
225003,0.0,0,0,3
225003,0.0,0,0,9
225003,0.0,0,0,66
225003,0.0009345794392523365,1,1,52
225003,0.0,0,0,11
225003,0.0,0,0,71
226001,0.0,0,0,12
226001,0.0,0,0,148
226001,0.0,0,0,223
226001,0.0,0,0,9
226001,0.0,0,0,4
226001,0.0,0,0,15
226001,0.0,0,0,6
226001,0.0,0,0,0
226001,0.004132231404958678,1,1,6
226001,0.0,0,0,9
226001,0.0,0,0,5
226001,0.0,0,0,10
226001,0.0,0,0,12
226001,0.0,0,0,2
226001,0.0,0,0,1
226002,0.001953125,1,1,17
226002,0.0,0,0,6
226002,0.0007767995857068876,1,3,536
226002,0.0,0,0,8
226002,0.0,0,0,1
226002,0.0,0,0,0
226002,0.0,0,0,4
226002,0.0,0,0,6
226002,0.0,0,0,10
226002,0.0,0,0,1
226002,0.0,0,0,0
226002,0.0,0,0,3
226002,0.0,0,0,4
226002,0.0,0,0,6
227001,0.0,0,0,10
227001,0.0,0,0,17
227001,0.0,0,0,6
227001,0.0,0,0,23
227001,0.0,0,0,13
227001,0.0,0,0,18
227001,0.0,0,0,16
227001,0.0,0,0,5
227002,0.0,0,0,0
227002,0.0,0,0,22
227002,0.0,0,0,10
227002,0.0,0,0,0
227002,0.0,0,0,1
227002,0.0,0,0,6
227002,0.0,0,0,20
227002,0.0,0,0,349
227002,0.0,0,0,31
227002,0.0,0,0,0
227002,0.0,0,0,5
227003,0.0,0,0,15
227003,0.0,0,0,7
227003,0.0,0,0,8
227003,0.0,0,0,10
227003,0.0,0,0,189
227003,0.0,0,0,4
227003,0.0,0,0,85
228001,0.0014681506038361355,1,31,2297
229001,0.0,0,0,26
229001,0.0,0,0,26
229001,0.0,0,0,0
229001,0.0,0,0,40
229001,0.0,0,0,6
229001,0.0,0,0,7
229001,0.0,0,0,18
229001,0.0,0,0,1
229002,0.0,0,0,1
229002,0.0,0,0,0
229002,0.0,0,0,14
229002,0.0,0,0,3
229002,0.0,0,0,18
229002,0.0,0,0,47
229002,0.0,0,0,14
229002,0.0,0,0,19
229002,0.0,0,0,1
229002,0.0,0,0,6
229002,0.0,0,0,5
229002,0.0,0,0,14
230001,0.0,0,0,19
230001,0.0,0,0,24
230001,0.0,0,0,35
230001,0.0,0,0,0
230001,0.0,0,0,10
230001,0.0,0,0,52
230001,0.0,0,0,9
230002,0.006493506493506494,1,1,3
230002,0.0,0,0,27
230002,0.0,0,0,2
230002,0.0,0,0,16
230002,0.0,0,0,10
230002,0.0,0,0,1
230002,0.0,0,0,6
230002,0.0,0,0,50
230002,0.0,0,0,3
230002,0.0,0,0,11
230002,0.0019880715705765406,1,1,26
230002,0.0,0,0,19
230002,0.0,0,0,0
230002,0.0024096385542168677,1,2,51
230003,0.0,0,0,2
230003,0.0,0,0,27
230003,0.0,0,0,2
230003,0.0,0,0,21
230003,0.0,0,0,14
230003,0.0,0,0,10
230003,0.0,0,0,30
230003,0.0,0,0,30
230003,0.0,0,0,15
230003,0.0,0,0,2
230003,0.0,0,0,0
230004,0.0,0,0,27
230004,0.0,0,0,6
230004,0.0,0,0,0
230004,0.0,0,0,6
230004,0.0,0,0,15
230004,0.0,0,0,9
230004,0.0,0,0,10
230004,0.0,0,0,13
230004,0.0,0,0,2
230004,0.0,0,0,10
231001,0.0,0,0,7
231001,0.031161473087818695,1,11,11
231001,0.0,0,0,2
231001,0.0,0,0,16
231001,0.0,0,0,15
231001,0.0019120458891013384,1,5,202
231001,0.0,0,0,13
231001,0.0,0,0,2
231001,0.0,0,0,55
231001,0.0,0,0,5
231001,0.0,0,0,6
231001,0.0,0,0,7
231001,0.0,0,0,21
231002,0.0,0,0,25
231002,0.0,0,0,28
231002,0.0,0,0,18
231002,0.0,0,0,0
231002,0.0,0,0,2
231002,0.0,0,0,1
231002,0.0,0,0,7
231002,0.0,0,0,6
231002,0.0,0,0,5
231002,0.0,0,0,87
231002,0.0,0,0,1
231002,0.0,0,0,20
231002,0.0,0,0,13
231002,0.0,0,0,9
231002,0.0,0,0,2
231002,0.0,0,0,8
231002,0.0,0,0,7
231002,0.0,0,0,18
231002,0.0,0,0,21
231002,0.0,0,0,45
231002,0.0,0,0,13
231002,0.0,0,0,14
231003,0.0,0,0,10
231003,0.0,0,0,22
231003,0.003857280617164899,1,4,57
231003,0.0,0,0,49
231003,0.007751937984496124,1,6,20
231003,0.0,0,0,2
231003,0.0,0,0,9
231003,0.0,0,0,160
231003,0.0,0,0,16
231003,0.0,0,0,3
231003,0.0,0,0,15
231003,0.0,0,0,5
231003,0.0,0,0,17
231003,0.0,0,0,10
231003,0.0,0,0,15
231003,0.0,0,0,8
232001,0.0,0,0,8
232001,0.0,0,0,13
232001,0.0,0,0,15
232001,0.010810810810810811,1,12,61
232001,0.0,0,0,25
232001,0.0,0,0,70
232001,0.0,0,0,3
232001,0.0,0,0,76
232001,0.0,0,0,9
232001,0.0,0,0,42
232001,0.0,0,0,0
232001,0.0,0,0,17
232001,0.0,0,0,4
232001,0.0,0,0,0
232001,0.0,0,0,14
232001,0.0,0,0,8
232001,0.0,0,0,6
232001,0.0,0,0,9
232001,0.0,0,0,2
232001,0.0,0,0,7
232001,0.0,0,0,27
232001,0.0,0,0,6
232001,0.0,0,0,3
232001,0.0,0,0,30
232001,0.0,0,0,16
232002,0.0,0,0,16
232002,0.0012853470437017994,1,3,223
232002,0.0,0,0,18
232002,0.0,0,0,0
232002,0.04830917874396135,1,10,15
232002,0.0,0,0,14
232002,0.009836065573770493,1,6,32
232002,0.0,0,0,8
232002,0.0069124423963133645,1,6,75
232002,0.0,0,0,20
232002,0.0,0,0,6
232002,0.036519871106337275,1,34,73
232002,0.0,0,0,9
232002,0.0,0,0,16
232002,0.05057803468208093,1,35,69
232002,0.041666666666666664,1,3,5
232002,0.0,0,0,24
232002,0.012618296529968454,1,4,17
232002,0.0,0,0,4
232002,0.03125,1,14,51
232002,0.0,0,0,7
232002,0.0043859649122807015,1,1,6
233001,0.0,0,0,3
233001,0.0,0,0,3
233001,0.0,0,0,3
233001,0.0,0,0,0
233001,0.0,0,0,3
233001,0.0,0,0,4
233001,0.0,0,0,20
233001,0.0,0,0,40
233001,0.0727130570758405,1,93,105
233001,0.0,0,0,6
233001,0.0,0,0,23
233001,0.0,0,0,15
233001,0.0,0,0,11
233001,0.0,0,0,10
233001,0.0,0,0,40
233001,0.0,0,0,0
233002,0.0,0,0,0
233002,0.0,0,0,20
233002,0.0,0,0,3
233002,0.0057306590257879654,1,2,23
233002,0.0,0,0,13
233002,0.049586776859504134,1,30,16
233002,0.0,0,0,1
233002,0.0016863406408094434,1,1,22
233002,0.0,0,0,5
233002,0.0,0,0,16
233002,0.0,0,0,1
233002,0.04749787955894826,1,56,116
233002,0.0032733224222585926,1,2,14
233002,0.0,0,0,14
234001,0.08376963350785341,1,32,52
234001,0.09248269040553907,1,187,361
234001,0.09613299602457535,1,266,198
234001,0.06411103767349637,1,97,213
234001,0.11489698890649762,1,290,423
234001,0.11462160176340926,1,156,333
234001,0.06239600665557404,1,75,202
234002,0.08747753145596165,1,146,229
234002,0.08398950131233596,1,64,146
234002,0.05182341650671785,1,27,47
234002,0.12317167051578137,1,160,196
234002,0.09046454767726161,1,111,203
234002,0.0,0,0,46
234002,0.11591192355629414,1,279,329
234002,0.022988505747126436,1,12,84
234002,0.0740242261103634,1,110,314
234002,0.06278026905829596,1,28,74
234002,0.06771263418662263,1,82,149
234003,0.044797687861271675,1,31,90
234003,0.033582089552238806,1,9,50
234003,0.022535211267605635,1,16,96
234003,0.05021834061135371,1,92,323
234003,0.026540284360189573,1,28,164
234003,0.029934518241347054,1,32,131
234003,0.0986328125,1,202,292
234003,0.04,1,79,304
234003,0.03508771929824561,1,22,151
234003,0.039538714991762765,1,24,71
234004,0.04356955380577428,1,166,519
234004,0.0,0,0,22
234004,0.0219435736677116,1,35,293
234004,0.022061358152361255,1,64,415
234004,0.023114355231143552,1,95,455
234004,0.0,0,0,1
234005,0.08444040036396724,1,464,1051
234005,0.0038550501156515036,1,5,175
234005,0.08848314606741572,1,126,255
234005,0.0,0,0,2
234005,0.0,0,0,137
234005,0.03562653562653563,1,29,106
234005,0.001984126984126984,1,2,164
234005,0.06105990783410138,1,53,132
234005,0.06206896551724138,1,54,162
235001,0.0,0,0,8
235001,0.0,0,0,27
235001,0.0,0,0,28
235001,0.0,0,0,4
235001,0.0,0,0,1
235001,0.0,0,0,18
235001,0.0018214936247723133,1,2,73
235001,0.0,0,0,0
235001,0.0,0,0,6
235001,0.0,0,0,10
235001,0.0,0,0,3
235001,0.0,0,0,12
235001,0.0,0,0,15
235002,0.0,0,0,5
235002,0.0,0,0,19
235002,0.050643776824034335,1,59,109
235002,0.008733624454148471,1,2,12
235002,0.0,0,0,127
235002,0.0,0,0,6
235002,0.011799410029498525,1,4,7
235002,0.0,0,0,2
235002,0.0387858347386172,1,23,35
235002,0.06359945872801083,1,47,73
