# Galloway 1994 GMFR replication, census year 1885
# Source: PS Heft 96 (totals only)
# Note: Source gives marital totals but no age breakdown at Kreis level.
# Primary cell: mwf_15_49_direct = Married Female 15-49 (or None where noted), as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1885_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
336,MER,MANSFELDER GEBIRGSKR,60758,,,,,,,,,,,,,,,,,,,
338,MER,MANSFELDER SEEKREIS,89545,,,,,,,,,,,,,,,,,,,
339,MER,SANGERHAUSEN,70702,,,,,,,,,,,,,,,,,,,
340,MER,ECKARTSBERGA,40039,,,,,,,,,,,,,,,,,,,
341,MER,QUERFURT,58492,,,,,,,,,,,,,,,,,,,
342,MER,MERSEBURG,73490,,,,,,,,,,,,,,,,,,,
343,MER,WEISSENFELS,83551,,,,,,,,,,,,,,,,,,,
346,MER,NAUMBURG,32225,,,,,,,,,,,,,,,,,,,
349,MER,ZEITZ,47724,,,,,,,,,,,,,,,,,,,
356,ERF,WORBIS,41220,,,,,,,,,,,,,,,,,,,
357,ERF,HEILIGENSTADT,38337,,,,,,,,,,,,,,,,,,,
358,ERF,MUHLHAUSEN,57967,,,,,,,,,,,,,,,,,,,
361,ERF,LANGENSALZA,36767,,,,,,,,,,,,,,,,,,,
362,ERF,WEISSENSEE,25436,,,,,,,,,,,,,,,,,,,
366,ERF,ZIEGENRUCK,15644,,,,,,,,,,,,,,,,,,,
367,ERF,SCHLEUSINGEN,41820,,,,,,,,,,,,,,,,,,,
368,SCH,HADERSLEBEN,57211,,,,,,,,,,,,,,,,,,,
369,SCH,APENRADE,28347,,,,,,,,,,,,,,,,,,,
370,SCH,SONDERBURG,32457,,,,,,,,,,,,,,,,,,,
371,SCH,FLENSBURG,73789,,,,,,,,,,,,,,,,,,,
374,SCH,SCHLESWIG,62404,,,,,,,,,,,,,,,,,,,
375,SCH,ECKERNFORDE,38212,,,,,,,,,,,,,,,,,,,
376,SCH,EIDERSTEDT,16780,,,,,,,,,,,,,,,,,,,
377,SCH,HUSUM,36489,,,,,,,,,,,,,,,,,,,
378,SCH,TONDERN,55373,,,,,,,,,,,,,,,,,,,
379,SCH,OLDENBURG,44402,,,,,,,,,,,,,,,,,,,
380,SCH,PLON,58126,,,,,,,,,,,,,,,,,,,
386,SCH,RENDSBURG,53955,,,,,,,,,,,,,,,,,,,
387,SCH,NORDERDITHMARSCHEN,36627,,,,,,,,,,,,,,,,,,,
388,SCH,SUDERDITHMARSCHEN,40720,,,,,,,,,,,,,,,,,,,
389,SCH,STEINBURG,62032,,,,,,,,,,,,,,,,,,,
390,SCH,SEGEBERG,39956,,,,,,,,,,,,,,,,,,,
392,SCH,STORMARN,73031,,,,,,,,,,,,,,,,,,,
393,SCH,PINNEBERG,71433,,,,,,,,,,,,,,,,,,,
397,SCH,LAUENBURG,49861,,,,,,,,,,,,,,,,,,,
