# Galloway 1994 GMFR replication, census year 1905
# Source: PS Heft 206:1
# Note: Direct cell: Married Female 15-49.
# Primary cell: mwf_15_49_direct = Married Female 15-49 (or 15_49 where noted), as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1905_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
203,BRO,WIRSITZ,63345,,,,,,,,,,,,,,,,,,,
207,BRO,SCHUBIN,47036,,,,,,,,,,,,,,,,,,,
208,BRO,HOHENSALZA,74785,,,,,,,,,,,,,,,,,,,
209,BRO,STRELNO,36015,,,,,,,,,,,,,,,,,,,
210,BRO,MOGILNO,47479,,,,,,,,,,,,,,,,,,,
211,BRO,ZNIN,37719,,,,,,,,,,,,,,,,,,,
212,BRO,WONGROWITZ,49410,,,,,,,,,,,,,,,,,,,
213,BRO,GNESEN,52312,,,,,,,,,,,,,,,,,,,
214,BRO,WITKOWO,27784,,,,,,,,,,,,,,,,,,,
215,BRE,NAMSLAU,33870,,,,,,,,,,,,,,,,,,,
216,BRE,GROSS WARTENBERG,46964,,,,,,,,,,,,,,,,,,,
217,BRE,OLS,64107,,,,,,,,,,,,,,,,,,,
218,BRE,TREBNITZ,51586,,,,,,,,,,,,,,,,,,,
219,BRE,MILITSCH,47887,,,,,,,,,,,,,,,,,,,
220,BRE,GUHRAU,32801,,,,,,,,,,,,,,,,,,,
221,BRE,STEINAU,23169,,,,,,,,,,,,,,,,,,,
222,BRE,WOHLAU,42831,,,,,,,,,,,,,,,,,,,
223,BRE,NEUMARKT,55991,,,,,,,,,,,,,,,,,,,
227,BRE,OHLAU,54877,,,,,,,,,,,,,,,,,,,
228,BRE,BRIEG,65247,,,,,,,,,,,,,,,,,,,
231,BRE,STREHLEN,35384,,,,,,,,,,,,,,,,,,,
232,BRE,NIMPTSCH,29152,,,,,,,,,,,,,,,,,,,
233,BRE,MUNSTERBERG,32346,,,,,,,,,,,,,,,,,,,
234,BRE,FRANKENSTEIN,45615,,,,,,,,,,,,,,,,,,,
235,BRE,REICHENBACH,71536,,,,,,,,,,,,,,,,,,,
239,BRE,STRIEGAU,43768,,,,,,,,,,,,,,,,,,,
240,BRE,WALDENBURG,161603,,,,,,,,,,,,,,,,,,,
241,BRE,GLATZ,63406,,,,,,,,,,,,,,,,,,,
242,BRE,NEURODE,49655,,,,,,,,,,,,,,,,,,,
243,BRE,HABELSCHWERDT,57519,,,,,,,,,,,,,,,,,,,
244,LIE,GRUNBERG,56351,,,,,,,,,,,,,,,,,,,
245,LIE,FREISTADT,54252,,,,,,,,,,,,,,,,,,,
246,LIE,SAGAN,57429,,,,,,,,,,,,,,,,,,,
247,LIE,SPROTTAU,39565,,,,,,,,,,,,,,,,,,,
248,LIE,GLOGAU,73675,,,,,,,,,,,,,,,,,,,
249,LIE,LUBEN,31858,,,,,,,,,,,,,,,,,,,
250,LIE,BUNZLAU,63604,,,,,,,,,,,,,,,,,,,
251,LIE,GOLDBERG-HAINAU,50825,,,,,,,,,,,,,,,,,,,
255,LIE,JAUER,35829,,,,,,,,,,,,,,,,,,,
256,LIE,SCHONAU,25227,,,,,,,,,,,,,,,,,,,
257,LIE,BOLKENHAIN,29255,,,,,,,,,,,,,,,,,,,
258,LIE,LANDESHUT,52010,,,,,,,,,,,,,,,,,,,
259,LIE,HIRSCHBERG,82674,,,,,,,,,,,,,,,,,,,
260,LIE,LOWENBERG,61223,,,,,,,,,,,,,,,,,,,
261,LIE,LAUBAN,71715,,,,,,,,,,,,,,,,,,,
265,LIE,ROTHENBURG,65204,,,,,,,,,,,,,,,,,,,
266,LIE,HOYERSWERDA,39160,,,,,,,,,,,,,,,,,,,
267,OPP,KREUZBURG,49910,,,,,,,,,,,,,,,,,,,
268,OPP,ROSENBERG,50417,,,,,,,,,,,,,,,,,,,
272,OPP,GROSS STREHLITZ,72880,,,,,,,,,,,,,,,,,,,
273,OPP,LUBLINITZ,48282,,,,,,,,,,,,,,,,,,,
277,OPP,TOST-GLEIWITZ,76696,,,,,,,,,,,,,,,,,,,
278,OPP,TARNOWITZ,69296,,,,,,,,,,,,,,,,,,,
283,OPP,ZABRZE,139497,,,,,,,,,,,,,,,,,,,
287,OPP,PLESS,113848,,,,,,,,,,,,,,,,,,,
288,OPP,RYBNIK,109449,,,,,,,,,,,,,,,,,,,
292,OPP,KOSEL,73785,,,,,,,,,,,,,,,,,,,
293,OPP,LEOBSCHUTZ,83722,,,,,,,,,,,,,,,,,,,
294,OPP,NEUSTADT,98956,,,,,,,,,,,,,,,,,,,
295,OPP,FALKENBERG,38068,,,,,,,,,,,,,,,,,,,
296,OPP,NEISSE,101023,,,,,,,,,,,,,,,,,,,
299,OPP,GROTTKAU,40663,,,,,,,,,,,,,,,,,,,
300,MAG,OSTERBURG,44738,,,,,,,,,,,,,,,,,,,
301,MAG,SALZWEDEL,56735,,,,,,,,,,,,,,,,,,,
302,MAG,GARDELEGEN,60010,,,,,,,,,,,,,,,,,,,
303,MAG,STENDAL,77094,,,,,,,,,,,,,,,,,,,
306,MAG,JERICHOW I,84867,,,,,,,,,,,,,,,,,,,
307,MAG,JERICHOW II,59436,,,,,,,,,,,,,,,,,,,
308,MAG,KALBE,110517,,,,,,,,,,,,,,,,,,,
309,MAG,WANZLEBEN,89426,,,,,,,,,,,,,,,,,,,
313,MAG,WOLMIRSTEDT,53983,,,,,,,,,,,,,,,,,,,
314,MAG,NEUHALDENSLEBEN,68438,,,,,,,,,,,,,,,,,,,
315,MAG,OSCHERSLEBEN,60530,,,,,,,,,,,,,,,,,,,
319,MAG,QUEDLINBURG,70144,,,,,,,,,,,,,,,,,,,
325,MAG,WERNIGERODE,34456,,,,,,,,,,,,,,,,,,,
326,MER,LIEBENWERDA,60949,,,,,,,,,,,,,,,,,,,
327,MER,TORGAU,57773,,,,,,,,,,,,,,,,,,,
328,MER,SCHWEINITZ,39449,,,,,,,,,,,,,,,,,,,
329,MER,WITTENBERG,65544,,,,,,,,,,,,,,,,,,,
330,MER,BITTERFELD,71912,,,,,,,,,,,,,,,,,,,
331,MER,SAALKREIS,76433,,,,,,,,,,,,,,,,,,,
335,MER,DELITZSCH,71520,,,,,,,,,,,,,,,,,,,
336,MER,MANSFELDER GEBIRGSKR,66872,,,,,,,,,,,,,,,,,,,
338,MER,MANSFELDER SEEKREIS,106484,,,,,,,,,,,,,,,,,,,
339,MER,SANGERHAUSEN,74126,,,,,,,,,,,,,,,,,,,
340,MER,ECKARTSBERGA,39966,,,,,,,,,,,,,,,,,,,
341,MER,QUERFURT,59331,,,,,,,,,,,,,,,,,,,
342,MER,MERSEBURG,86056,,,,,,,,,,,,,,,,,,,
346,MER,NAUMBURG,39587,,,,,,,,,,,,,,,,,,,
355,ERF,HOHENSTEIN,47721,,,,,,,,,,,,,,,,,,,
356,ERF,WORBIS,41473,,,,,,,,,,,,,,,,,,,
357,ERF,HEILIGENSTADT,41115,,,,,,,,,,,,,,,,,,,
361,ERF,LANGENSALZA,38807,,,,,,,,,,,,,,,,,,,
362,ERF,WEISSENSEE,25605,,,,,,,,,,,,,,,,,,,
366,ERF,ZIEGENRUCK,18218,,,,,,,,,,,,,,,,,,,
367,ERF,SCHLEUSINGEN,51230,,,,,,,,,,,,,,,,,,,
368,SCH,HADERSLEBEN,60133,,,,,,,,,,,,,,,,,,,
369,SCH,APENRADE,30322,,,,,,,,,,,,,,,,,,,
370,SCH,SONDERBURG,35307,,,,,,,,,,,,,,,,,,,
374,SCH,SCHLESWIG,69551,,,,,,,,,,,,,,,,,,,
375,SCH,ECKERNFORDE,43635,,,,,,,,,,,,,,,,,,,
376,SCH,EIDERSTEDT,16297,,,,,,,,,,,,,,,,,,,
377,SCH,HUSUM,39714,,,,,,,,,,,,,,,,,,,
378,SCH,TONDERN,57083,,,,,,,,,,,,,,,,,,,
379,SCH,OLDENBURG,43391,,,,,,,,,,,,,,,,,,,
380,SCH,PLON,54651,,,,,,,,,,,,,,,,,,,
386,SCH,RENDSBURG,65317,,,,,,,,,,,,,,,,,,,
387,SCH,NORDERDITHMARSCHEN,39178,,,,,,,,,,,,,,,,,,,
388,SCH,SUDERDITHMARSCHEN,50301,,,,,,,,,,,,,,,,,,,
389,SCH,STEINBURG,79839,,,,,,,,,,,,,,,,,,,
390,SCH,SEGEBERG,41696,,,,,,,,,,,,,,,,,,,
392,SCH,STORMARN,76464,,,,,,,,,,,,,,,,,,,
393,SCH,PINNEBERG,108945,,,,,,,,,,,,,,,,,,,
397,SCH,LAUENBURG,52679,,,,,,,,,,,,,,,,,,,
398,HAN,DIEPHOLZ,22188,,,,,,,,,,,,,,,,,,,
399,HAN,SYKE,40201,,,,,,,,,,,,,,,,,,,
400,HAN,HOYA,26561,,,,,,,,,,,,,,,,,,,
401,HAN,NIENBURG,28863,,,,,,,,,,,,,,,,,,,
402,HAN,STOLZENAU,28254,,,,,,,,,,,,,,,,,,,
403,HAN,SULINGEN,19998,,,,,,,,,,,,,,,,,,,
404,HAN,NEUSTADT,32305,,,,,,,,,,,,,,,,,,,
411,HAN,SPRINGE,31811,,,,,,,,,,,,,,,,,,,
412,HAN,HAMELN,61708,,,,,,,,,,,,,,,,,,,
413,HIL,PEINE,48845,,,,,,,,,,,,,,,,,,,
417,HIL,MARIENBURG,42229,,,,,,,,,,,,,,,,,,,
418,HIL,GRONAU,20265,,,,,,,,,,,,,,,,,,,
419,HIL,ALFELD,28020,,,,,,,,,,,,,,,,,,,
420,HIL,GOSLAR,52224,,,,,,,,,,,,,,,,,,,
421,HIL,OSTERODE AM HARZ,43305,,,,,,,,,,,,,,,,,,,
422,HIL,DUDERSTADT,25380,,,,,,,,,,,,,,,,,,,
426,HIL,MUNDEN,26530,,,,,,,,,,,,,,,,,,,
427,HIL,USLAR,20239,,,,,,,,,,,,,,,,,,,
428,HIL,EINBECK,26293,,,,,,,,,,,,,,,,,,,
429,HIL,NORTHEIM,31621,,,,,,,,,,,,,,,,,,,
430,HIL,ZELLERFELD,29544,,,,,,,,,,,,,,,,,,,
431,HIL,ILFELD,16391,,,,,,,,,,,,,,,,,,,
435,LUN,GIFHORN,35945,,,,,,,,,,,,,,,,,,,
436,LUN,BURGDORF,45311,,,,,,,,,,,,,,,,,,,
437,LUN,ISENHAGEN,18985,,,,,,,,,,,,,,,,,,,
438,LUN,FALLINGBOSTEL,29094,,,,,,,,,,,,,,,,,,,
439,LUN,SOLTAU,20874,,,,,,,,,,,,,,,,,,,
440,LUN,ULZEN,49526,,,,,,,,,,,,,,,,,,,
441,LUN,LUCHOW,28725,,,,,,,,,,,,,,,,,,,
442,LUN,DANNENBERG,13661,,,,,,,,,,,,,,,,,,,
443,LUN,BLECKEDE,20013,,,,,,,,,,,,,,,,,,,
447,LUN,WINSEN,27902,,,,,,,,,,,,,,,,,,,
451,STA,JORK,21450,,,,,,,,,,,,,,,,,,,
452,STA,STADE,40536,,,,,,,,,,,,,,,,,,,
455,STA,KEHDINGEN,19914,,,,,,,,,,,,,,,,,,,
456,STA,NEUHAUS,30004,,,,,,,,,,,,,,,,,,,
457,STA,HADELN,15959,,,,,,,,,,,,,,,,,,,
458,STA,LEHE,51474,,,,,,,,,,,,,,,,,,,
459,STA,GEESTEMUNDE,47013,,,,,,,,,,,,,,,,,,,
462,STA,OSTERHOLZ,30222,,,,,,,,,,,,,,,,,,,
463,STA,BLUMENTHAL,35432,,,,,,,,,,,,,,,,,,,
464,STA,VERDEN,26593,,,,,,,,,,,,,,,,,,,
465,STA,ACHIM,26243,,,,,,,,,,,,,,,,,,,
466,STA,ROTENBURG,23341,,,,,,,,,,,,,,,,,,,
467,STA,ZEVEN,16372,,,,,,,,,,,,,,,,,,,
468,STA,BREMERVORDE,18749,,,,,,,,,,,,,,,,,,,
469,OSN,MEPPEN,24081,,,,,,,,,,,,,,,,,,,
470,OSN,ASCHENDORF,22020,,,,,,,,,,,,,,,,,,,
471,OSN,HUMMLING,17088,,,,,,,,,,,,,,,,,,,
472,OSN,LINGEN,34169,,,,,,,,,,,,,,,,,,,
473,OSN,BENTHEIM,38375,,,,,,,,,,,,,,,,,,,
474,OSN,BERSENBRUCK,47077,,,,,,,,,,,,,,,,,,,
478,OSN,WITTLAGE,17986,,,,,,,,,,,,,,,,,,,
479,OSN,MELLE,26569,,,,,,,,,,,,,,,,,,,
480,OSN,IBURG,28941,,,,,,,,,,,,,,,,,,,
481,AUR,NORDEN,35271,,,,,,,,,,,,,,,,,,,
485,AUR,WITTMUND,59281,,,,,,,,,,,,,,,,,,,
486,AUR,AURICH,40136,,,,,,,,,,,,,,,,,,,
487,AUR,LEER,54463,,,,,,,,,,,,,,,,,,,
488,AUR,WEENER,20200,,,,,,,,,,,,,,,,,,,
489,MUN,TECKLENBURG,56037,,,,,,,,,,,,,,,,,,,
490,MUN,WARENDORF,30972,,,,,,,,,,,,,,,,,,,
491,MUN,BECKUM,56292,,,,,,,,,,,,,,,,,,,
492,MUN,LUDINGHAUSEN,46282,,,,,,,,,,,,,,,,,,,
496,MUN,STEINFURT,75394,,,,,,,,,,,,,,,,,,,
497,MUN,KOESFELD,52236,,,,,,,,,,,,,,,,,,,
498,MUN,AHAUS,50170,,,,,,,,,,,,,,,,,,,
499,MUN,BORKEN,64050,,,,,,,,,,,,,,,,,,,
504,MIN,MINDEN,107817,,,,,,,,,,,,,,,,,,,
505,MIN,LUBBECKE,50830,,,,,,,,,,,,,,,,,,,
506,MIN,HERFORD,116705,,,,,,,,,,,,,,,,,,,
509,MIN,HALLE,30709,,,,,,,,,,,,,,,,,,,
513,MIN,WIEDENBRUCK,57279,,,,,,,,,,,,,,,,,,,
514,MIN,PADERBORN,58816,,,,,,,,,,,,,,,,,,,
515,MIN,BUREN,37091,,,,,,,,,,,,,,,,,,,
516,MIN,WARBURG,32739,,,,,,,,,,,,,,,,,,,
517,MIN,HOXTER,57510,,,,,,,,,,,,,,,,,,,
518,ARN,ARNSBERG,58762,,,,,,,,,,,,,,,,,,,
519,ARN,MESCHEDE,40017,,,,,,,,,,,,,,,,,,,
520,ARN,BRILON,41170,,,,,,,,,,,,,,,,,,,
521,ARN,LIPPSTADT,45408,,,,,,,,,,,,,,,,,,,
522,ARN,SOEST,57857,,,,,,,,,,,,,,,,,,,
529,ARN,HORDE,128072,,,,,,,,,,,,,,,,,,,
540,ARN,HATTINGEN,88097,,,,,,,,,,,,,,,,,,,
544,ARN,SCHWELM,80012,,,,,,,,,,,,,,,,,,,
545,ARN,ISERLOHN,93725,,,,,,,,,,,,,,,,,,,
549,ARN,ALTENA,105935,,,,,,,,,,,,,,,,,,,
550,ARN,OLPE,44939,,,,,,,,,,,,,,,,,,,
551,ARN,SIEGEN,106475,,,,,,,,,,,,,,,,,,,
552,ARN,WITTGENSTEIN,24121,,,,,,,,,,,,,,,,,,,
556,KAS,ESCHWEGE,44656,,,,,,,,,,,,,,,,,,,
557,KAS,FRITZLAR,26950,,,,,,,,,,,,,,,,,,,
558,KAS,HOFGEISMAR,36833,,,,,,,,,,,,,,,,,,,
559,KAS,HOMBERG,21945,,,,,,,,,,,,,,,,,,,
560,KAS,MELSUNGEN,29036,,,,,,,,,,,,,,,,,,,
561,KAS,ROTENBURG,32093,,,,,,,,,,,,,,,,,,,
562,KAS,WITZENHAUSEN,31779,,,,,,,,,,,,,,,,,,,
563,KAS,WOLFHAGEN,24484,,,,,,,,,,,,,,,,,,,
564,KAS,MARBURG,53779,,,,,,,,,,,,,,,,,,,
565,KAS,FRANKENBERG,24823,,,,,,,,,,,,,,,,,,,
566,KAS,KIRCHHAIN,22273,,,,,,,,,,,,,,,,,,,
567,KAS,ZIEGENHAIN,34472,,,,,,,,,,,,,,,,,,,
568,KAS,FULDA,59028,,,,,,,,,,,,,,,,,,,
569,KAS,HERSFELD,35087,,,,,,,,,,,,,,,,,,,
570,KAS,HUNFELD,23408,,,,,,,,,,,,,,,,,,,
574,KAS,GELNHAUSEN,46193,,,,,,,,,,,,,,,,,,,
575,KAS,SCHLUCHTERN,29595,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,41071,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,47189,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,21353,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,45603,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,47354,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,25642,,,,,,,,,,,,,,,,,,,
582,WIE,WESTERBURG,27968,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,45858,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,40204,,,,,,,,,,,,,,,,,,,
585,WIE,LIMBURG,52848,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,45558,,,,,,,,,,,,,,,,,,,
