# Galloway 1994 GMFR replication, census year 1910
# Source: PS Heft 234:2 (likely Zweiter Theil)
# Note: Direct cell: Married Female 15-44 (1-yr truncation).
# Primary cell: mwf_15_49_direct = Married Female 15-49,
#               as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1910_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
557,KAS,FRITZLAR,27174,,,,,,,,,,,,,,,,,,,
558,KAS,HOFGEISMAR,36880,,,,,,,,,,,,,,,,,,,
559,KAS,HOMBERG,22166,,,,,,,,,,,,,,,,,,,
560,KAS,MELSUNGEN,29940,,,,,,,,,,,,,,,,,,,
561,KAS,ROTENBURG,33670,,,,,,,,,,,,,,,,,,,
562,KAS,WITZENHAUSEN,32585,,,,,,,,,,,,,,,,,,,
563,KAS,WOLFHAGEN,24659,,,,,,,,,,,,,,,,,,,
564,KAS,MARBURG,56934,,,,,,,,,,,,,,,,,,,
565,KAS,FRANKENBERG,25609,,,,,,,,,,,,,,,,,,,
566,KAS,KIRCHHAIN,22870,,,,,,,,,,,,,,,,,,,
567,KAS,ZIEGENHAIN,36056,,,,,,,,,,,,,,,,,,,
568,KAS,FULDA,63199,,,,,,,,,,,,,,,,,,,
569,KAS,HERSFELD,37287,,,,,,,,,,,,,,,,,,,
570,KAS,HUNFELD,23179,,,,,,,,,,,,,,,,,,,
574,KAS,GELNHAUSEN,47731,,,,,,,,,,,,,,,,,,,
575,KAS,SCHLUCHTERN,31964,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,44561,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,48650,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,21128,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,48586,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,51380,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,27343,,,,,,,,,,,,,,,,,,,
582,WIE,WESTERBURG,28869,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,47442,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,40856,,,,,,,,,,,,,,,,,,,
585,WIE,LIMBURG,55393,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,46089,,,,,,,,,,,,,,,,,,,
587,WIE,SANKT GOARSHAUSEN,44758,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,39428,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,36421,,,,,,,,,,,,,,,,,,,
593,WIE,USINGEN,23648,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,54036,,,,,,,,,,,,,,,,,,,
595,WIE,HOCHST,76811,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,41173,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,82871,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,36156,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,33555,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,41537,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,80765,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,26322,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,45181,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,92793,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,76958,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,62112,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13772,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,71326,,,,,,,,,,,,,,,,,,,
615,DUS,REES,78001,,,,,,,,,,,,,,,,,,,
628,DUS,DINSLAKEN,78799,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,132013,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,60653,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,101850,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,115442,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,85316,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,70354,,,,,,,,,,,,,,,,,,,
653,DUS,GREVENBROICH,50344,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,121333,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,29600,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,28370,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,49813,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,119802,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,53108,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,49778,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,34021,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,32881,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,36312,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,47200,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,43841,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,49110,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,34411,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,51252,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,113025,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,126946,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,55025,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,39449,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,40008,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,29324,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,45954,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,103953,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,26156,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,18249,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,47029,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,34768,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,23580,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,12905,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,22689,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,11837,,,,,,,,,,,,,,,,,,,
