# Galloway 1994 GMFR replication, census year 1895
# Source: PS Heft 148:1
# Note: Direct cell: Married Female 15-49.
# Primary cell: mwf_15_49_direct = Married Female 15-49 (or 15_49 where noted), as published per Kreis.
# Fallback cells (if direct not given): mwf_15_19 + mwf_20_24 + ... + mwf_45_49.
#
Code,Rb,Kreis,pop_total_1895_galloway,mwf_15_49_direct,mwf_15_19,mwf_20_24,mwf_25_29,mwf_30_34,mwf_35_39,mwf_40_44,mwf_45_49,mwf_50p,twf_15_19,twf_20_24,twf_25_29,twf_30_34,twf_35_39,twf_40_44,twf_45_49,twf_50p,source_page,notes
523,ARN,HAMM,90501,,,,,,,,,,,,,,,,,,,
529,ARN,HORDE,94229,,,,,,,,,,,,,,,,,,,
537,ARN,GELSENKIRCHEN,161286,,,,,,,,,,,,,,,,,,,
540,ARN,HATTINGEN,68718,,,,,,,,,,,,,,,,,,,
544,ARN,SCHWELM,60225,,,,,,,,,,,,,,,,,,,
545,ARN,ISERLOHN,76790,,,,,,,,,,,,,,,,,,,
549,ARN,ALTENA,87165,,,,,,,,,,,,,,,,,,,
550,ARN,OLPE,38723,,,,,,,,,,,,,,,,,,,
551,ARN,SIEGEN,85902,,,,,,,,,,,,,,,,,,,
552,ARN,WITTGENSTEIN,22481,,,,,,,,,,,,,,,,,,,
556,KAS,ESCHWEGE,42808,,,,,,,,,,,,,,,,,,,
557,KAS,FRITZLAR,26607,,,,,,,,,,,,,,,,,,,
558,KAS,HOFGEISMAR,36855,,,,,,,,,,,,,,,,,,,
559,KAS,HOMBERG,21275,,,,,,,,,,,,,,,,,,,
560,KAS,MELSUNGEN,27478,,,,,,,,,,,,,,,,,,,
561,KAS,ROTENBURG,29992,,,,,,,,,,,,,,,,,,,
562,KAS,WITZENHAUSEN,29804,,,,,,,,,,,,,,,,,,,
563,KAS,WOLFHAGEN,25197,,,,,,,,,,,,,,,,,,,
564,KAS,MARBURG,48064,,,,,,,,,,,,,,,,,,,
565,KAS,FRANKENBERG,23902,,,,,,,,,,,,,,,,,,,
566,KAS,KIRCHHAIN,21724,,,,,,,,,,,,,,,,,,,
567,KAS,ZIEGENHAIN,32701,,,,,,,,,,,,,,,,,,,
568,KAS,FULDA,50536,,,,,,,,,,,,,,,,,,,
569,KAS,HERSFELD,31939,,,,,,,,,,,,,,,,,,,
570,KAS,HUNFELD,23278,,,,,,,,,,,,,,,,,,,
574,KAS,GELNHAUSEN,42732,,,,,,,,,,,,,,,,,,,
575,KAS,SCHLUCHTERN,28398,,,,,,,,,,,,,,,,,,,
576,KAS,SCHMALKALDEN,34795,,,,,,,,,,,,,,,,,,,
577,KAS,SCHAUMBURG,43077,,,,,,,,,,,,,,,,,,,
578,KAS,GERSFELD,21320,,,,,,,,,,,,,,,,,,,
579,WIE,BIEDENKOPF,42138,,,,,,,,,,,,,,,,,,,
580,WIE,DILLKREIS,41052,,,,,,,,,,,,,,,,,,,
581,WIE,OBERWESTERWALDKREIS,23842,,,,,,,,,,,,,,,,,,,
582,WIE,WESTERBURG,28380,,,,,,,,,,,,,,,,,,,
583,WIE,UNTERWESTERWALDKREIS,40739,,,,,,,,,,,,,,,,,,,
584,WIE,OBERLAHNKREIS,38910,,,,,,,,,,,,,,,,,,,
585,WIE,LIMBURG,48548,,,,,,,,,,,,,,,,,,,
586,WIE,UNTERLAHNKREIS,43691,,,,,,,,,,,,,,,,,,,
587,WIE,SANKT GOARSHAUSEN,39819,,,,,,,,,,,,,,,,,,,
588,WIE,RHEINGAUKREIS,35084,,,,,,,,,,,,,,,,,,,
592,WIE,UNTERTAUNUSKREIS,34222,,,,,,,,,,,,,,,,,,,
593,WIE,USINGEN,22004,,,,,,,,,,,,,,,,,,,
594,WIE,OBERTAUNUSKREIS,40324,,,,,,,,,,,,,,,,,,,
595,WIE,HOCHST,42117,,,,,,,,,,,,,,,,,,,
602,KOB,SANKT GOAR,39403,,,,,,,,,,,,,,,,,,,
603,KOB,KREUZNACH,74556,,,,,,,,,,,,,,,,,,,
604,KOB,SIMMERN,35172,,,,,,,,,,,,,,,,,,,
605,KOB,ZELL,31542,,,,,,,,,,,,,,,,,,,
606,KOB,KOCHEM,39041,,,,,,,,,,,,,,,,,,,
607,KOB,MAYEN,66901,,,,,,,,,,,,,,,,,,,
608,KOB,ADENAU,22182,,,,,,,,,,,,,,,,,,,
609,KOB,AHRWEILER,39379,,,,,,,,,,,,,,,,,,,
610,KOB,NEUWIED,78412,,,,,,,,,,,,,,,,,,,
611,KOB,ALTENKIRCHEN,62078,,,,,,,,,,,,,,,,,,,
612,KOB,WETZLAR,52146,,,,,,,,,,,,,,,,,,,
613,KOB,MEISENHEIM,13631,,,,,,,,,,,,,,,,,,,
614,DUS,KLEVE,56054,,,,,,,,,,,,,,,,,,,
615,DUS,REES,68554,,,,,,,,,,,,,,,,,,,
623,DUS,MULHEIM,114897,,,,,,,,,,,,,,,,,,,
627,DUS,RUHRORT,99141,,,,,,,,,,,,,,,,,,,
632,DUS,MORS,72102,,,,,,,,,,,,,,,,,,,
633,DUS,GELDERN,55286,,,,,,,,,,,,,,,,,,,
634,DUS,KEMPEN,89891,,,,,,,,,,,,,,,,,,,
644,DUS,METTMANN,80744,,,,,,,,,,,,,,,,,,,
646,DUS,LENNEP,73005,,,,,,,,,,,,,,,,,,,
647,DUS,SOLINGEN,138678,,,,,,,,,,,,,,,,,,,
650,DUS,NEUSS,57665,,,,,,,,,,,,,,,,,,,
653,DUS,GREVENBROICH,44027,,,,,,,,,,,,,,,,,,,
656,DUS,GLADBACH,113111,,,,,,,,,,,,,,,,,,,
657,KOL,WIPPERFURTH,28218,,,,,,,,,,,,,,,,,,,
658,KOL,WALDBROL,24255,,,,,,,,,,,,,,,,,,,
659,KOL,GUMMERSBACH,38834,,,,,,,,,,,,,,,,,,,
660,KOL,SIEGKREIS,99807,,,,,,,,,,,,,,,,,,,
661,KOL,MULHEIM,91335,,,,,,,,,,,,,,,,,,,
666,KOL,BERGHEIM,43961,,,,,,,,,,,,,,,,,,,
667,KOL,EUSKIRCHEN,43721,,,,,,,,,,,,,,,,,,,
668,KOL,RHEINBACH,32316,,,,,,,,,,,,,,,,,,,
672,TRI,DAUN,28571,,,,,,,,,,,,,,,,,,,
673,TRI,PRUM,33753,,,,,,,,,,,,,,,,,,,
674,TRI,BITBURG,43321,,,,,,,,,,,,,,,,,,,
675,TRI,WITTLICH,38350,,,,,,,,,,,,,,,,,,,
676,TRI,BERNKASTEL,44536,,,,,,,,,,,,,,,,,,,
679,TRI,SAARBURG,31830,,,,,,,,,,,,,,,,,,,
680,TRI,MERZIG,42316,,,,,,,,,,,,,,,,,,,
681,TRI,SAARLOUIS,82395,,,,,,,,,,,,,,,,,,,
682,TRI,SAARBRUCKEN,166192,,,,,,,,,,,,,,,,,,,
685,TRI,OTTWEILER,88265,,,,,,,,,,,,,,,,,,,
686,TRI,SANKT WENDEL,49155,,,,,,,,,,,,,,,,,,,
687,AAC,ERKELENZ,36046,,,,,,,,,,,,,,,,,,,
688,AAC,HEINSBERG,35364,,,,,,,,,,,,,,,,,,,
689,AAC,GEILENKIRCHEN,26013,,,,,,,,,,,,,,,,,,,
690,AAC,JULICH,42525,,,,,,,,,,,,,,,,,,,
691,AAC,DUREN,85389,,,,,,,,,,,,,,,,,,,
695,AAC,EUPEN,26928,,,,,,,,,,,,,,,,,,,
696,AAC,MONTJOIE,18620,,,,,,,,,,,,,,,,,,,
697,AAC,SCHLEIDEN,44643,,,,,,,,,,,,,,,,,,,
698,AAC,MALMEDY,31000,,,,,,,,,,,,,,,,,,,
699,SIG,SIGMARINGEN,21574,,,,,,,,,,,,,,,,,,,
700,SIG,GAMMERTINGEN,12919,,,,,,,,,,,,,,,,,,,
701,SIG,HECHINGEN,19661,,,,,,,,,,,,,,,,,,,
702,SIG,HAIGERLOCH,11598,,,,,,,,,,,,,,,,,,,
